,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,1.6798611,5.5843763,564.4975599999999,17.24707,0.14647406
1,DG Mossy (+)0103,DG Granule (+)2201p,1.6963438000000002,6.765486200000001,446.1171,21.683067,0.14383179
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,1.9090502,6.1980124000000005,431.42532,22.613756,0.14574932
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,2.1483724,7.294357300000001,324.7013,10.737993,0.11231033
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,1.8344213,5.2096089999999995,672.52,15.201472,0.18375301
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,2.0276381999999997,5.171453,748.1083,14.711186999999999,0.16806456
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,1.806702,5.3452663000000005,765.63055,16.167688000000002,0.15903686
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,2.005198,5.0070863,839.15796,15.804442000000002,0.16759829
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,2.0540998,5.758917299999999,510.45813,15.205926000000002,0.14806502
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,2.5975577999999997,6.4784737,154.87463,14.739409,0.05524029
10,DG Basket (-)2232,DG Granule (+)2201p,2.1807733,7.705063000000001,500.08517,12.084748,0.16938768
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,1.7427577,8.236987,607.0591400000001,15.652698999999998,0.16690345
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,1.6932227999999998,7.713025999999999,432.5786,14.975873000000002,0.07583780000000001
13,DG MOLAX (-)3302,DG Granule (+)2201p,1.8163424,8.330436,422.6559,18.602121,0.083812594
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,2.128376,8.220296000000001,413.21884,18.216455,0.10962553
15,DG HICAP (-)2322,DG Granule (+)2201p,1.9801389999999999,7.508531,713.55524,20.400417,0.08930645
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,1.8888041000000002,8.180897,735.84656,17.906664000000003,0.17622831
17,DG MOPP (-)3000,DG Granule (+)2201p,1.7571336,9.24917,331.43744,14.878743,0.07186604
