,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,0.1919520073946311,0.11268363412379012,0.0812133337798303,0.16859476049049005,0.09378247443286385
1,DG Mossy (+)0103,DG Granule (+)2201p,0.19164158529140088,0.10119381791558545,0.10450035566388083,0.12508373695901048,0.09710115433948702
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,0.1797001265246233,0.0983299101132212,0.10366315943814407,0.12492421514645309,0.09882522185811542
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,0.16372946736475738,0.12106361177698831,0.14127669065583603,0.18355407648916863,0.10770064191415024
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,0.1969318899966504,0.12184571000021396,0.08286734683668448,0.16199474827289248,0.08105615781672486
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,0.18685589721410756,0.13151591430513482,0.06545840520785096,0.15398185355886276,0.08654832640452227
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,0.19807102367166365,0.1235997735245026,0.07250326389005163,0.1555980887254856,0.09579096363535307
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,0.19139183027227624,0.13953655415578928,0.06153321217861643,0.13617068161416324,0.08794027453103843
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,0.18106798094791104,0.09625421705531689,0.0988489758679572,0.14642570203929256,0.09398674383097794
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,0.137754813768699,0.11535096204193451,0.16490360677587623,0.1449985835215976,0.13719895801191773
10,DG Basket (-)2232,DG Granule (+)2201p,0.1645438227392435,0.13387519188636224,0.08977776418436471,0.17128644544649613,0.08316269031123898
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,0.20664843128111313,0.16671784375074142,0.07330189956160803,0.15159486341738587,0.07575738877807775
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,0.16490126256424167,0.12980782306547164,0.10168177183091376,0.14851039860383203,0.12775303610393307
13,DG MOLAX (-)3302,DG Granule (+)2201p,0.18243427643617657,0.13397979135084692,0.11401009412413134,0.14374197623920987,0.12541209229748776
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,0.17939138906732388,0.13657793462981052,0.11000542889569102,0.14679405512890004,0.09838417856361789
15,DG HICAP (-)2322,DG Granule (+)2201p,0.19415262516079673,0.1321164691623693,0.07446794679855931,0.15404459635531817,0.13053216329163356
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,0.2151592914508764,0.16603776273085202,0.07468802152466841,0.16583491498024847,0.07812245816811506
17,DG MOPP (-)3000,DG Granule (+)2201p,0.18249915781739176,0.1540527529338275,0.12976894570557876,0.18883929163299526,0.1351042123280193
18,DG HIPP (-)1002,DG Granule (+)2201p,0.197522359229535,0.14455149494921554,0.08200420922974591,0.16799884124282252,0.10779882533523326
19,DG HIPROM (-)1333p,DG Granule (+)2201p,0.17291007418957324,0.14169907266307796,0.07797339452392188,0.15695282639814073,0.11072951353123603
20,DG AIPRIM (-)2333,DG Granule (+)2201p,0.16882932794377184,0.13731531869516198,0.10079492562859611,0.16250407439845457,0.10095853210183843
21,DG MOCAP (-)0331,DG Granule (+)2201p,0.14917793348922548,0.14195182848908094,0.21894293522063715,0.24424153031719917,0.21942787643212103
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,0.1500307474167337,0.13473330701937644,0.1169664250796137,0.16625393666364766,0.13258231214624297
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,0.17596375222647884,0.15548357202471647,0.08136537854917797,0.12095870707209343,0.11816296271285215
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,0.16718972101019555,0.13681782981717766,0.08797267811993853,0.13305746854892517,0.09940883770528391
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,0.18142919886295025,0.16345716432973723,0.11379524452318637,0.16771029239247745,0.1154731504666609
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,0.1856874390062009,0.11358338594289197,0.08470696158332679,0.14180112562453387,0.10100927919380465
27,DG Mossy (+)0103,DG Semilunar Granule (+)2311p,0.20256361869284747,0.1085519086588266,0.09699973674430878,0.10865612945365384,0.09765805942623212
28,DG Mossy MOLDEN (+)2323,DG Semilunar Granule (+)2311p,0.18873445422134386,0.11096838284530572,0.0951669707707255,0.10559669140649523,0.09713254453281923
29,CA3c Pyramidal (+)03223p,DG Semilunar Granule (+)2311p,0.16325623720270216,0.09511943927617841,0.12759732922966857,0.14567718409052385,0.1028231876758099
30,MEC LV Pyramidal (+)331131p,DG Semilunar Granule (+)2311p,0.20495060672042664,0.11705963881638295,0.08994086330488014,0.13737938218924897,0.0836687452061386
31,MEC LII Stellate (+)331111p,DG Semilunar Granule (+)2311p,0.2046287763733649,0.1341333696299156,0.06597236533560502,0.13707879640280626,0.0921145393816706
32,EC LI-II Pyramidal-Fan (+)331000p,DG Semilunar Granule (+)2311p,0.19528272132082608,0.125265520859279,0.07771581042884547,0.13562660252489997,0.09975844986366565
33,EC LII-III Pyramidal-Tripolar (+)333000p,DG Semilunar Granule (+)2311p,0.19958640875970085,0.12655135515777347,0.061372103409928394,0.11964924225863197,0.08932134364931303
34,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Semilunar Granule (+)2311p,0.18969301332306762,0.10394010184870096,0.10345451189735193,0.1235864696666159,0.09334590108669001
35,DG Total Molecular Layer (-)3303,DG Semilunar Granule (+)2311p,0.15476810375127598,0.10685825669903375,0.09202581107683866,0.1404436457142039,0.1316416224041257
36,DG MOLAX (-)3302,DG Semilunar Granule (+)2311p,0.18901459011532618,0.10948382031933539,0.10744184189338431,0.11597005397566124,0.12653903806771333
37,DG Outer Molecular Layer (-)3222,DG Semilunar Granule (+)2311p,0.17246086717769282,0.10427932797609545,0.10679352585836853,0.11668515480995305,0.09678441663527286
