,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,1.9445508000000002,5.422930200000001,751.82385,18.253979,0.16864099
1,DG Mossy (+)0103,DG Granule (+)2201p,1.9115206999999999,5.409974,561.8298,19.174885,0.14967704
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,2.1340451000000003,5.632499,559.2581,19.970121,0.1604639
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,2.0659983,6.239048,449.73413,10.215746000000001,0.1517415
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,2.3469933999999997,5.121551999999999,748.79193,15.446372,0.22028819
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,2.5471754,4.8159695,896.3136599999999,13.719601,0.1934255
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,2.4978616000000002,4.6412907,897.222,16.269514,0.17768833
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,2.717144,4.5895405,985.5953400000001,14.851425,0.18683486
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,2.2356932,5.3842697,629.79913,15.464217999999999,0.17457783
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,2.5183215,7.0639715,298.20687999999996,16.761827,0.09266434
10,DG Basket (-)2232,DG Granule (+)2201p,2.543869,6.633928999999999,813.16815,15.216914000000001,0.24306478
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,2.4465759,7.282447,773.2716,16.280586,0.21707983
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,2.5386748,7.472917599999999,602.5858,13.598684,0.10576234
13,DG MOLAX (-)3302,DG Granule (+)2201p,2.275651,7.0843490000000005,565.5764,17.66054,0.11382257
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,2.342749,7.642589999999999,560.2174,17.553282,0.15183324
15,DG HICAP (-)2322,DG Granule (+)2201p,2.2540417,6.576958,905.8827,22.298801,0.12187899
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,2.2184782000000003,7.343495,917.3064,17.968374,0.22921543
17,DG MOPP (-)3000,DG Granule (+)2201p,2.4065492,8.315835,495.4927,12.591001,0.11049482
18,DG HIPP (-)1002,DG Granule (+)2201p,1.9276315,6.357218700000001,886.3480000000001,22.340593,0.1763494
19,DG HIPROM (-)1333p,DG Granule (+)2201p,2.2152238,6.238260299999999,950.8977,24.439291,0.17462966
20,DG AIPRIM (-)2333,DG Granule (+)2201p,2.3543332,6.98716,693.9945700000001,19.516712,0.17408535
21,DG MOCAP (-)0331,DG Granule (+)2201p,2.397789,8.196955,310.37695,6.928807300000001,0.056577254
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,2.6885657000000003,7.575792,596.51984,10.943077,0.11994077
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,2.4827692999999997,7.480529,751.11554,15.802185,0.11865342
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,2.652645,6.79258,691.0975,13.704135,0.15407316
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,2.3633332,8.161764,588.24445,16.956203,0.16209623
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,2.185447,4.4066563,655.6017,18.233467,0.09811119
27,DG Mossy (+)0103,DG Semilunar Granule (+)2311p,1.7984743000000003,5.2505307,530.0335,21.693579,0.103664555
28,DG Mossy MOLDEN (+)2323,DG Semilunar Granule (+)2311p,1.9774216,5.0972733,530.1394700000001,22.905739999999998,0.102830075
29,CA3c Pyramidal (+)03223p,DG Semilunar Granule (+)2311p,2.0494423,5.8850927,417.10843,11.5731325,0.09261734
30,MEC LV Pyramidal (+)331131p,DG Semilunar Granule (+)2311p,2.2325322999999995,4.4571233,662.3869,15.311992000000002,0.17248514
31,MEC LII Stellate (+)331111p,DG Semilunar Granule (+)2311p,2.3357716,3.6872599999999998,830.6761,14.761234,0.13355999
32,EC LI-II Pyramidal-Fan (+)331000p,DG Semilunar Granule (+)2311p,2.2099981,4.223001,803.8194,16.129034,0.11517524
33,EC LII-III Pyramidal-Tripolar (+)333000p,DG Semilunar Granule (+)2311p,2.3399026000000003,3.4838126000000003,919.1361699999999,14.95205,0.12674135
