,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,0.1816848808949254,0.12577950700983517,0.08519774356759467,0.14993896185187003,0.09176899028207668
1,DG Mossy (+)0103,DG Granule (+)2201p,0.18752449299980326,0.11092990418296964,0.09921684099685121,0.12512273839548493,0.09675674697239617
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,0.1694929913614475,0.11458120784500632,0.10329898468474376,0.12221251756192977,0.09805501303149997
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,0.1542903640411828,0.1304083419386882,0.13858906543359956,0.162353062871771,0.11141592930519587
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,0.18117938790993973,0.14654740986962664,0.07577174700070204,0.13143281938241005,0.07823098122427234
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,0.205408320166456,0.15124560129484135,0.06684379797510465,0.13324491716671408,0.08609525415841543
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,0.19396863095465178,0.13899338537038086,0.07154532500456495,0.1173702899492031,0.08995481237066345
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,0.20922996315742232,0.15647056627116787,0.06188521410275881,0.12884168336956114,0.08197433146894287
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,0.17174970124362093,0.1250218186951284,0.08950025791651088,0.14151626666557965,0.08973026849441472
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,0.15037293537464508,0.1173343251491764,0.18918164008264554,0.13208296113215098,0.15619232193844448
10,DG Basket (-)2232,DG Granule (+)2201p,0.17639195822683632,0.13044714349936756,0.11127935013503883,0.1575428009000786,0.09182846404267099
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,0.2077263179298355,0.15194580569386096,0.07952224772443692,0.118980475017331,0.07419766105432
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,0.17348836310758461,0.12854328324808906,0.12207016699304588,0.12059346094119669,0.13861361181448206
13,DG MOLAX (-)3302,DG Granule (+)2201p,0.16117591102125758,0.13039205959764788,0.11613865410591588,0.12461569646496547,0.12422487938970833
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,0.15471679154768397,0.13466511384603128,0.10982144892481277,0.12210760239366171,0.10699886145014657
15,DG HICAP (-)2322,DG Granule (+)2201p,0.1772267957803945,0.1286359797199122,0.0721485735187025,0.1005091791791628,0.1285941805110548
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,0.20365675095317504,0.15106668862351938,0.07826644461757326,0.1206312153683079,0.08146004003931782
17,DG MOPP (-)3000,DG Granule (+)2201p,0.1719753508085804,0.14414854622763862,0.14243147448334598,0.1371076835736809,0.1451952342187923
18,DG HIPP (-)1002,DG Granule (+)2201p,0.18310753669796154,0.13917232531572957,0.08054594081110263,0.10696298918149423,0.10345739708465959
19,DG HIPROM (-)1333p,DG Granule (+)2201p,0.17010855866236507,0.13856417397413162,0.08166656535188818,0.11523838293008362,0.10239392742458384
20,DG AIPRIM (-)2333,DG Granule (+)2201p,0.16655412343206258,0.13387773287174096,0.11249752461964507,0.11695053140157657,0.10928349462640866
21,DG MOCAP (-)0331,DG Granule (+)2201p,0.17354396596186025,0.1384117259957259,0.24230895134180194,0.21499816319817902,0.23484348462811558
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,0.18028907568122707,0.12629834706289156,0.1397079026886768,0.14511376091141603,0.14711537400063787
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,0.18979879127394497,0.14600793660549585,0.08534595274436407,0.11506820801452113,0.12224167738265808
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,0.17311592354579355,0.13295586303563064,0.09876451435259231,0.12024413684331217,0.1058620612973359
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,0.19168246088262902,0.159521201245686,0.12941042896634855,0.13949144222553014,0.11977716502630441
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,0.17586520743401576,0.11646824048932823,0.08611883625967867,0.13243517152247528,0.08965808034221627
27,DG Mossy (+)0103,DG Semilunar Granule (+)2311p,0.18097468380619317,0.10510639668026998,0.09036189362155181,0.10934156489382624,0.09106560745360365
28,DG Mossy MOLDEN (+)2323,DG Semilunar Granule (+)2311p,0.16722135688217332,0.10641908501955845,0.09137261903451531,0.10496987364133611,0.08938172000260912
29,CA3c Pyramidal (+)03223p,DG Semilunar Granule (+)2311p,0.14481405840932932,0.09679580160947793,0.1227346403376003,0.1349343427850664,0.10483530328885976
30,MEC LV Pyramidal (+)331131p,DG Semilunar Granule (+)2311p,0.18119340705124914,0.13164657766954901,0.07941042505705126,0.12339242706300514,0.07854065639831921
31,MEC LII Stellate (+)331111p,DG Semilunar Granule (+)2311p,0.1850768515369765,0.14741435847490458,0.06479544066780313,0.11062769705561229,0.08573295684571001
32,EC LI-II Pyramidal-Fan (+)331000p,DG Semilunar Granule (+)2311p,0.18298896136330012,0.12803885045101002,0.07436802850228644,0.11536253153246384,0.09227114688286704
33,EC LII-III Pyramidal-Tripolar (+)333000p,DG Semilunar Granule (+)2311p,0.18808713099570093,0.14864984761167693,0.06112415371015723,0.10244947238086803,0.0792144136463976
34,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Semilunar Granule (+)2311p,0.16811119865412533,0.11028219614502696,0.09049827278403953,0.12951111070875182,0.08895025976785853
35,DG Total Molecular Layer (-)3303,DG Semilunar Granule (+)2311p,0.14106270368515694,0.09563754868882571,0.09701498727140954,0.09122802626195266,0.12296569764647229
36,DG MOLAX (-)3302,DG Semilunar Granule (+)2311p,0.15527236285917795,0.10019273173239258,0.09670382226222335,0.11021431356983594,0.11612484584625443
37,DG Outer Molecular Layer (-)3222,DG Semilunar Granule (+)2311p,0.14090484976451953,0.09767285216909521,0.09804371360777814,0.1039980976055936,0.10307442373813103
38,DG Neurogliaform (-)3000p,DG Semilunar Granule (+)2311p,0.17793098218716036,0.11980950564978322,0.07626205816458846,0.10891786382352564,0.07829406775813463
39,DG MOPP (-)3000,DG Semilunar Granule (+)2311p,0.14437343728005717,0.10751198320821594,0.10444121468635299,0.11496265094187978,0.12169019388024667
40,DG HICAP (-)2322,DG Semilunar Granule (+)2311p,0.16749503743257763,0.10879053999197481,0.07311444675860489,0.10766880891376258,0.11765723308430046
41,DG HIPP (-)1002,DG Semilunar Granule (+)2311p,0.15687839160033096,0.09635053389521661,0.0823515236673926,0.09503857101171033,0.11199714373725743
42,DG HIPROM (-)1333p,DG Semilunar Granule (+)2311p,0.14850691177040418,0.09998309504146166,0.0817106922662551,0.09385055469565448,0.10911245374772945
43,DG AIPRIM (-)2333,DG Semilunar Granule (+)2311p,0.13981884869194014,0.09215679277217541,0.10348926589181343,0.10447038860068267,0.10945666792535537
44,DG MOCAP (-)0331,DG Semilunar Granule (+)2311p,0.14818479711972202,0.11421325093079342,0.17484195446515527,0.14277535766218563,0.1751554123260079
45,CA3 Spiny Lucidum (-)01320p,DG Semilunar Granule (+)2311p,0.15900484377922827,0.08904270822768826,0.11059704582864911,0.09755858640148456,0.13268025018065568
46,CA1 LMR Projecting (-)3300p,DG Semilunar Granule (+)2311p,0.1561754820927657,0.12336897066034314,0.08099520665609158,0.08543490084027912,0.1202658691425732
47,CA1 Perforant Path-Associated (-)3200p,DG Semilunar Granule (+)2311p,0.14797946745496848,0.10127099540485396,0.09136982348743342,0.08714911237456059,0.10442828351338358
48,CA1 Neurogliaform Projecting (-)3000p,DG Semilunar Granule (+)2311p,0.15840044528762945,0.13577768608078417,0.10646421180355717,0.09757548717647621,0.11304462407261248
49,DG Granule (+)2201p,DG Hilar Ectopic Granule (+)2203p,0.199013959945762,0.16321595354477217,0.05709778791641738,0.10443089385029272,0.10732583508388145
50,CA2 Pyramidal (+)2333p,DG Hilar Ectopic Granule (+)2203p,0.1887503361204702,0.14602281013015356,0.08233402772998397,0.09861359346578616,0.08037375185934943
51,DG Hilar Ectopic Granule (+)2203p,DG Hilar Ectopic Granule (+)2203p,0.18539468935537262,0.13574972806481456,0.06952879441096335,0.11150832080774573,0.08804162426489924
52,DG Mossy MOLDEN (+)2323,DG Hilar Ectopic Granule (+)2203p,0.1964207616300901,0.12972533152177287,0.07058496934322618,0.09955159941520872,0.08827582236765096
53,CA3c Pyramidal (+)03223p,DG Hilar Ectopic Granule (+)2203p,0.1707108156468877,0.10197350724786283,0.07775902699729563,0.10266836727029868,0.09164258013532778
54,DG Semilunar Granule (+)2311p,DG Hilar Ectopic Granule (+)2203p,0.19047120799427197,0.1380028169246836,0.066259864665232,0.11663352673881985,0.09195389572764827
55,DG Mossy (+)0103,DG Hilar Ectopic Granule (+)2203p,0.211062876394148,0.1292431137320891,0.06925780166308657,0.10218161597189467,0.08976607700790178
56,MEC LV Pyramidal (+)331131p,DG Hilar Ectopic Granule (+)2203p,0.20270359405966376,0.14846766376918144,0.06118043644431716,0.1045341604623298,0.07518842131041818
57,MEC LII Stellate (+)331111p,DG Hilar Ectopic Granule (+)2203p,0.22203409180609698,0.17947640103993404,0.05401042612438831,0.10621726107736239,0.08225450868198599
58,EC LI-II Pyramidal-Fan (+)331000p,DG Hilar Ectopic Granule (+)2203p,0.21114329157693806,0.15941781454252288,0.05927744843380819,0.10271918787857252,0.08806996892877318
59,EC LII-III Pyramidal-Tripolar (+)333000p,DG Hilar Ectopic Granule (+)2203p,0.2226017784534407,0.17620804403808984,0.05237592661986103,0.09917559565612177,0.07717829815913592
60,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Hilar Ectopic Granule (+)2203p,0.18633854439987205,0.13365801869990745,0.06755072447683115,0.10895448309150713,0.08513485941603265
61,DG Axo-Axonic (-)2233,DG Hilar Ectopic Granule (+)2203p,0.1543151111822887,0.0969099245612834,0.08915940090723325,0.09152587047601095,0.10035678033430893
62,DG Total Molecular Layer (-)3303,DG Hilar Ectopic Granule (+)2203p,0.1651328221011591,0.11350142084048005,0.06842160686908869,0.08688437671728229,0.11520164003369746
63,DG MOLAX (-)3302,DG Hilar Ectopic Granule (+)2203p,0.17998570951680282,0.11301619629202062,0.0729327753129438,0.09769561477986871,0.1047284937148802
64,DG Outer Molecular Layer (-)3222,DG Hilar Ectopic Granule (+)2203p,0.1747459241888965,0.10960763628444954,0.07267864439001438,0.09268879158307448,0.09296272303194952
65,DG Neurogliaform (-)3000p,DG Hilar Ectopic Granule (+)2203p,0.2067314952012035,0.13236902633731137,0.06394799627171197,0.10212609522669248,0.07687986573406959
66,DG MOPP (-)3000,DG Hilar Ectopic Granule (+)2203p,0.16769088546520672,0.11579830741628455,0.07081063695540675,0.09377543092652756,0.09774919864744769
67,DG HICAP (-)2322,DG Hilar Ectopic Granule (+)2203p,0.18971984079183368,0.114716463999862,0.05806259580282153,0.09145122431473705,0.11243691337881498
68,DG HIPP (-)1002,DG Hilar Ectopic Granule (+)2203p,0.17749752420562645,0.11010118835518135,0.06546852201941376,0.09268655151875876,0.10778346305367614
69,DG HIPROM (-)1333p,DG Hilar Ectopic Granule (+)2203p,0.16769737871173993,0.12061611021580497,0.06697959037273805,0.09805492795928365,0.10851184894379644
70,DG AIPRIM (-)2333,DG Hilar Ectopic Granule (+)2203p,0.1631117836616361,0.0991645034762595,0.07432252770053518,0.09040186088496278,0.10427543448426009
71,DG MOCAP (-)0331,DG Hilar Ectopic Granule (+)2203p,0.1535487142883446,0.11081274907887832,0.09888307797437722,0.09847681348130995,0.13265943941378278
72,CA3 Spiny Lucidum (-)01320p,DG Hilar Ectopic Granule (+)2203p,0.15885087703512213,0.11189017577936455,0.07408996428807424,0.08842036875818858,0.11255734543837893
73,CA3 Mossy Fiber-Associated ORDEN (-)02332p,DG Hilar Ectopic Granule (+)2203p,0.17685379078364968,0.11550292164415067,0.07123160324233611,0.10954868020808485,0.11302858205981452
74,CA3 Mossy Fiber-Associated (-)03330p,DG Hilar Ectopic Granule (+)2203p,0.15901799928544097,0.10999755585781133,0.08304320695822816,0.08300741016841898,0.11818321199637027
75,CA1 LMR Projecting (-)3300p,DG Hilar Ectopic Granule (+)2203p,0.18392421334013828,0.1321784171619708,0.062213516999763956,0.085252551441024,0.11200400320777097
76,CA1 Perforant Path-Associated (-)3200p,DG Hilar Ectopic Granule (+)2203p,0.17490892834238922,0.11982217798806959,0.06938654594641494,0.08740927227808588,0.09689720634571936
77,CA1 Neurogliaform Projecting (-)3000p,DG Hilar Ectopic Granule (+)2203p,0.17751617059378846,0.1363307101883607,0.07392593246937708,0.08601955500778422,0.09619601425467916
78,CA1 Back-Projection (-)1133p,DG Hilar Ectopic Granule (+)2203p,0.17154626928729785,0.11611588483047834,0.06794857987926617,0.101312610686477,0.10042669022670032
79,DG Granule (+)2201p,DG Mossy (+)0103,0.17246678707240065,0.15194466288344743,0.07235818324218875,0.12374966238446679,0.11152782369440999
80,DG Semilunar Granule (+)2311p,DG Mossy (+)0103,0.18240220782832123,0.15293171466161537,0.09846287719162407,0.10015078548602278,0.08143332859942007
81,DG Mossy (+)0103,DG Mossy (+)0103,0.1860027957049869,0.12691893791301698,0.09441417470464573,0.08094938343291336,0.08357556840075951
82,DG Hilar Ectopic Granule (+)2203p,DG Mossy (+)0103,0.1705520167658781,0.15288915779641876,0.10383680563451972,0.09535089815008596,0.08246184589090375
83,DG Mossy MOLDEN (+)2323,DG Mossy (+)0103,0.18391062349672171,0.13181879478174832,0.09654920339528932,0.07996714635951549,0.08502534783537784
84,CA3c Pyramidal (+)03223p,DG Mossy (+)0103,0.15614103940362936,0.09423016506921285,0.1210575561866324,0.1292389274450888,0.08414991049487636
85,CA2 Pyramidal (+)2333p,DG Mossy (+)0103,0.13754366196684345,0.19651256376251114,0.10052286953410171,0.07004238636610313,0.06707056191429624
86,DG Axo-Axonic (-)2233,DG Mossy (+)0103,0.15882638755528244,0.10696775788422011,0.1059242281367681,0.08457459860446538,0.10105196992318831
87,DG Total Molecular Layer (-)3303,DG Mossy (+)0103,0.14570534454037748,0.09227343055778092,0.08770596205787669,0.11766168541302469,0.12472066586123205
88,DG HIPROM (-)1333p,DG Mossy (+)0103,0.1473285983173092,0.1106140368208712,0.08266076180787722,0.13717823233312307,0.11209136711358195
89,DG AIPRIM (-)2333,DG Mossy (+)0103,0.14771249192387773,0.0965503306089996,0.0971960220477787,0.12070421159723428,0.10413008953718883
90,DG MOCAP (-)0331,DG Mossy (+)0103,0.15154072185412215,0.08707236683520221,0.11143819389313347,0.12792698775005582,0.14116695745458085
91,CA3 Mossy Fiber-Associated ORDEN (-)02332p,DG Mossy (+)0103,0.2130895308072301,0.1367687613369205,0.10008212203791404,0.08923307519863191,0.1164137772640077
92,CA3 Mossy Fiber-Associated (-)03330p,DG Mossy (+)0103,0.15096651799624786,0.091236188089214,0.09557360108146301,0.10425557921442796,0.11360272577246078
93,CA1 Back-Projection (-)1133p,DG Mossy (+)0103,0.16709330096169495,0.10982897527977283,0.09465262512599408,0.13442594155185622,0.10118171837623949
94,DG Granule (+)2201p,DG Mossy MOLDEN (+)2323,0.17755507110653326,0.15873596618509547,0.06986146580896956,0.12191015350460216,0.12089200893961617
95,DG Semilunar Granule (+)2311p,DG Mossy MOLDEN (+)2323,0.18462326045915006,0.1600860684114032,0.09753649079094379,0.10088782353004766,0.08793978118662303
96,DG Mossy (+)0103,DG Mossy MOLDEN (+)2323,0.19209400002697571,0.13224103021074105,0.09433408361353596,0.08338605397538457,0.08643708497159167
97,DG Hilar Ectopic Granule (+)2203p,DG Mossy MOLDEN (+)2323,0.16992241931047697,0.1576302751730743,0.10211455032184139,0.09537907918139037,0.08852968291176257
98,DG Mossy MOLDEN (+)2323,DG Mossy MOLDEN (+)2323,0.18563071318418414,0.1377551236808577,0.09722093535283555,0.08316378055999424,0.08779747130309157
99,CA3c Pyramidal (+)03223p,DG Mossy MOLDEN (+)2323,0.15961010629953357,0.0974718778766786,0.11786685071690228,0.1317950032037612,0.0901890070500346
100,CA2 Pyramidal (+)2333p,DG Mossy MOLDEN (+)2323,0.1358112268127288,0.19984465887551067,0.09831470673248341,0.06936230643801813,0.0689183852608963
101,MEC LV Pyramidal (+)331131p,DG Mossy MOLDEN (+)2323,0.17460591119395033,0.14533976941598314,0.08770807468760779,0.11699673667885357,0.0798947068781324
102,MEC LII Stellate (+)331111p,DG Mossy MOLDEN (+)2323,0.18520147572646778,0.1632845028292301,0.06812200719963526,0.13373487644854892,0.08910556295169207
103,EC LI-II Pyramidal-Fan (+)331000p,DG Mossy MOLDEN (+)2323,0.17476716767122447,0.15531727034393789,0.08240682822787648,0.1143238641963656,0.09564396654003746
