,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,0.15584434678483858,0.12008165918183616,0.07890355024015806,0.13799162899781417,0.09513376984365268
1,DG Mossy (+)0103,DG Granule (+)2201p,0.1612863663967763,0.11735671336924772,0.09381161295618672,0.1267079164081639,0.1025520285351859
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,0.1451306660314781,0.12127499613502306,0.10162571365470946,0.12337233601815875,0.10581307857511334
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,0.1297058257256179,0.12716549210861883,0.14068269491887553,0.16115140732982586,0.12141790831944962
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,0.16295644179753146,0.13972038709216156,0.07002305346171446,0.11684942891882391,0.08271596595052295
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,0.1796097464330088,0.14473854154793575,0.06762277646816303,0.1279217087111599,0.09071093612148043
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,0.16764747827489165,0.1295502131103558,0.06735817408620545,0.10697733941876299,0.09152025770728404
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,0.17413602836997844,0.14959269481559476,0.06328773423274543,0.12974262732327416,0.08240530815681332
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,0.14799607770751153,0.1208989745107485,0.08560930140603243,0.12363422124668466,0.10151410365102921
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,0.15912148758376693,0.11858056195822703,0.2278326052791154,0.14151411376065756,0.1933635349010088
10,DG Basket (-)2232,DG Granule (+)2201p,0.15338479159002236,0.11894176125599934,0.10841296208585684,0.14817044903231383,0.09263899215878613
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,0.1697414360955786,0.14412771130995447,0.08930160664623116,0.11736556307256953,0.08511087971798056
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,0.15591239047961192,0.12809673738109578,0.13220857762932287,0.12507765765454745,0.14092907646785352
