,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,1.4576924999999998,6.3000435999999995,527.4462,19.393704999999997,0.15697074
1,DG Mossy (+)0103,DG Granule (+)2201p,1.234359,7.609236200000001,455.36017000000004,26.224391999999998,0.1533269
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,1.4489158000000002,7.326108500000001,441.90677,27.141956,0.15525639
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,2.0272476999999998,7.8761134,328.14862,11.44018,0.11934398
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,1.7792603,5.694182,648.2253400000001,16.573420000000002,0.2073808
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,1.7613078000000002,5.2371807,772.9473,15.031026,0.18723099999999998
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,1.3141114,5.374862,747.95776,17.867222,0.17189465
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,1.6974411,4.646304,865.0119,15.5935955,0.18100302
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,1.628141,6.277591,486.0945,18.056778,0.17327076
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,2.239338,7.173894000000001,190.14127,17.294582000000002,0.0716601
10,DG Basket (-)2232,DG Granule (+)2201p,1.8572638,8.108837,497.05084000000005,10.684314,0.17672449999999998
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,1.3414471000000001,8.406622,708.2811,16.573837,0.19536136
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,1.3240566,8.21342,450.0036,15.533733999999999,0.08216751
13,DG MOLAX (-)3302,DG Granule (+)2201p,1.5360451000000002,8.732598,406.08966000000004,20.948772,0.09053971
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,1.7630265,8.681573,386.70523,19.947842,0.122620985
15,DG HICAP (-)2322,DG Granule (+)2201p,1.5546311000000002,7.4115734,647.99786,20.47384,0.08135105
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,1.5236766000000002,7.800158000000001,708.79285,17.798798,0.1854791
17,DG MOPP (-)3000,DG Granule (+)2201p,1.3992186000000002,10.072811,363.58374,15.530864000000001,0.08395794
18,DG HIPP (-)1002,DG Granule (+)2201p,1.3925374,7.148225,621.7012,18.097168,0.12122836
19,DG HIPROM (-)1333p,DG Granule (+)2201p,1.8198615000000002,6.61613,641.89923,15.657154,0.12340982
20,DG AIPRIM (-)2333,DG Granule (+)2201p,1.4815046,8.171482000000001,423.0855,16.392382,0.11395465
21,DG MOCAP (-)0331,DG Granule (+)2201p,1.5359025,8.061988000000001,178.0157,7.3705172999999995,0.03123201
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,1.587457,8.712624,385.1265,12.367419,0.08087053
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,1.1122558999999999,8.8942175,643.71515,17.772089,0.100113906
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,1.573305,7.999344000000001,552.1836,14.612570999999999,0.12848654
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,1.4776162,10.632106,399.99393,14.911092000000002,0.10308595
