,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,3.6909650000000003,11.054948,742.47064,42.6065,0.19046317
1,DG Mossy (+)0103,DG Granule (+)2201p,3.2879398,12.030667,573.6731599999999,57.7149,0.19707872
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,3.65695,11.893792999999999,584.00085,58.148838,0.20667572
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,3.26166,13.568389000000002,423.59372,30.21126,0.16706745
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,3.9691362,11.8995075,779.6336,41.589752000000004,0.26305735
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,3.8171364999999997,11.714815,968.80615,28.738113000000002,0.24035874
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,3.8169484,11.776158,944.24805,44.375732,0.21947694
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,4.176519,11.682,1063.9004,29.398297999999997,0.21487324
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,3.6773407,11.110571,633.7325400000001,49.334057,0.21958114
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,3.191975,13.898791000000001,377.0964,36.175144,0.14728594
10,DG Basket (-)2232,DG Granule (+)2201p,3.756254,14.801638,793.0382,21.623573,0.26845646
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,3.7193498999999997,18.269405,887.1841400000001,31.40349,0.2600074
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,3.2031806,15.202345999999999,611.818,29.813096999999996,0.13344565
13,DG MOLAX (-)3302,DG Granule (+)2201p,3.0305662,17.646404,555.2088,44.541843,0.13680202
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,3.1614619999999998,16.350897,542.9719,42.294434,0.18126489
15,DG HICAP (-)2322,DG Granule (+)2201p,3.517921,15.080460999999998,882.3941,42.8827,0.13781975
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,3.922671,18.522755,959.7315,35.26668,0.27103075
17,DG MOPP (-)3000,DG Granule (+)2201p,2.9118828999999997,20.825461999999998,548.3812,31.551031,0.15577252
18,DG HIPP (-)1002,DG Granule (+)2201p,3.5648410000000004,15.922038,892.5167,35.962196,0.20604275
19,DG HIPROM (-)1333p,DG Granule (+)2201p,4.137436,17.000547,953.1662,33.51453,0.19800194
20,DG AIPRIM (-)2333,DG Granule (+)2201p,3.5626627999999996,15.890946,664.7142299999999,33.886562,0.20923238
21,DG MOCAP (-)0331,DG Granule (+)2201p,3.0980208,16.344662,392.40775,17.524496,0.10714661
