,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,3.226738186,7.935640038,717.6438448000001,27.269241869999995,0.18603149849999998
1,DG Mossy (+)0103,DG Granule (+)2201p,2.9275302679999995,8.866225721000003,585.5099639999996,36.450301070000016,0.18497106020000015
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,3.270365165999999,8.555798921000004,570.4196496999999,36.334793649999995,0.18506810110000005
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,3.203996078999999,9.374387748000002,462.0493544999999,15.99274718999999,0.1653957614
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,3.5146787309999996,8.475960708,779.7789904000003,22.344483880000006,0.23377687920000015
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,3.4666079320000005,8.506590564000003,918.9166446000002,20.83724540499999,0.21204650429999994
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,3.455226557999998,8.068187106,888.5335733000002,25.332825479999997,0.19942524019999996
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,3.4210160929999973,8.439225882999995,999.8701666,21.34133745,0.20961873140000006
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,3.387160853,7.957904022,660.1254243,26.14145382000001,0.18674666939999998
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,3.4597370530000013,8.838337269000007,291.95850699999994,23.135722200000004,0.09384077190999998
10,DG Basket (-)2232,DG Granule (+)2201p,3.5905287710000007,10.419371493999996,678.2832793999999,17.13207285,0.21305857620000004
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,3.328009700999999,11.581802375000002,783.2553797000002,21.406623230000005,0.20951194259999995
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,3.2223729259999994,10.444554155000008,579.8288163999998,20.00604863,0.11485090427000001
13,DG MOLAX (-)3302,DG Granule (+)2201p,3.027467464999999,10.862246455000001,557.2767276999998,25.994477559999996,0.11666216313999994
