,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,1.5857925,6.723000999999999,424.5245,18.53114,0.10891489
1,DG Mossy (+)0103,DG Granule (+)2201p,1.3913841,7.300212400000001,295.96765,27.176043,0.10392599599999999
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,1.5563277,7.1238850000000005,266.72623,27.898443,0.10343712599999999
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,1.5400378000000001,7.1594224,131.34011999999998,9.837291,0.05645524
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,1.6147761,7.135221499999999,483.93325999999996,15.725302,0.13031383
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,1.7463285,7.196006,571.2181,14.790645999999999,0.11645722
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,1.4445341,6.409829,556.6569,15.917685,0.10843689
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,1.6887881999999999,6.757011,667.94385,15.248085999999999,0.12069336
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,1.7809752,6.958653999999999,352.66864,19.963888,0.09345548
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,1.7179761999999998,6.2878169999999995,86.816086,11.014141,0.03191968
10,DG Basket (-)2232,DG Granule (+)2201p,1.8914776999999998,7.799550999999999,250.39215,6.2632923,0.09301912
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,1.5098478000000002,9.059877,389.64227,11.518616999999999,0.10025708400000001
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,1.6320833000000001,8.344864999999999,240.76323,10.122539999999999,0.037577517000000005
13,DG MOLAX (-)3302,DG Granule (+)2201p,1.4141331,9.018322999999999,255.0142,16.96583,0.047837973
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,1.610097,8.70797,197.3266,17.440714,0.059230547
15,DG HICAP (-)2322,DG Granule (+)2201p,1.1831163999999998,8.650126,582.3453,18.938007,0.06789975
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,1.5018822,9.256096000000001,581.4629,16.761105999999998,0.13947468
17,DG MOPP (-)3000,DG Granule (+)2201p,1.5312475,9.0652685,156.58441000000002,8.625042,0.034946054
18,DG HIPP (-)1002,DG Granule (+)2201p,1.4180256000000002,8.942008,476.85666,16.614769,0.08089332
19,DG HIPROM (-)1333p,DG Granule (+)2201p,1.6766772,8.469147999999999,508.80518,15.343357999999998,0.083460495
20,DG AIPRIM (-)2333,DG Granule (+)2201p,1.6945558999999997,8.74819,238.3646,15.666544,0.058815647
21,DG MOCAP (-)0331,DG Granule (+)2201p,1.4494399,7.2415275999999995,62.555904000000005,4.8837953,0.021445448
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,1.9200964,8.144735,174.07299999999998,6.3696410000000006,0.03178008
