,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,1.9414228999999998,5.9251165,495.1391,17.74336,0.13714965
1,DG Mossy (+)0103,DG Granule (+)2201p,1.7941566000000002,6.9370866,386.98615,23.730103,0.13679366
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,2.1142752000000002,6.0020940000000005,371.68402000000003,24.72174,0.13369864
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,2.4487376,6.908794400000001,231.87206,9.627737,0.09072928
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,1.8601948,5.507378,599.5541,15.352345000000001,0.17101854
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,2.105814,5.4540668,685.9144,14.727398,0.15717603
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,1.8429234,5.357485,682.16003,16.167675,0.14976983
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,2.139708,5.244809,778.7415,15.406788,0.15929738
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,2.2290822999999995,6.137937,452.49982,15.31722,0.13501328
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,2.4180707999999997,5.775050599999999,112.09,12.839985,0.04228049
10,DG Basket (-)2232,DG Granule (+)2201p,2.2773337000000002,7.271202000000001,376.74800000000005,10.294089999999999,0.13925555
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,1.9602041000000001,8.309032,508.1357,14.736707000000001,0.15254064
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,1.882814,7.641391800000001,318.00247,12.866964,0.054865204
13,DG MOLAX (-)3302,DG Granule (+)2201p,1.8786798999999998,8.030032,332.08444,17.908876,0.069190994
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,2.2820354,7.6366453,333.8247,17.275532000000002,0.09220853400000001
15,DG HICAP (-)2322,DG Granule (+)2201p,2.077775,7.459835000000001,626.0728,20.233778,0.08003976
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,1.944897,8.282415,666.0269999999999,17.813389,0.16407126
17,DG MOPP (-)3000,DG Granule (+)2201p,2.010001,8.536104,244.07178,12.927456,0.05359466400000001
18,DG HIPP (-)1002,DG Granule (+)2201p,1.9121271,7.804715,570.93317,17.965425,0.10819985
19,DG HIPROM (-)1333p,DG Granule (+)2201p,2.2286083999999997,7.316944599999999,606.1235,16.730047,0.1092812
20,DG AIPRIM (-)2333,DG Granule (+)2201p,1.9752389,7.4964886,356.99384,15.960185000000001,0.08863983
21,DG MOCAP (-)0331,DG Granule (+)2201p,2.1474835999999997,7.3918976999999995,101.53316,6.6424694,0.024760542000000003
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,2.6527874,7.3149776,279.7749,11.174026,0.054747187
