,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,3.6082945,11.458934,799.5191,39.579914,0.1894421
1,DG Mossy (+)0103,DG Granule (+)2201p,3.3671281000000004,12.018074,630.0923,53.97425500000001,0.19472168
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,3.7275174,11.890253999999999,638.8301,54.688747,0.20473304
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,3.2440333,14.474526000000001,477.26732999999996,28.230764,0.16949423
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,3.8958445,12.021312,832.6592400000001,38.78812,0.2678545
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,3.9103427,12.3877735,1023.98535,27.358541,0.23986311
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,3.9233114999999996,12.288062,996.24194,40.90967,0.22134784
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,4.2615989999999995,12.163633,1109.1288,28.29167,0.21578501
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,3.6442626000000002,11.029438,686.6650400000001,45.569653,0.21708177
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,3.155532,14.522259,432.38898,34.032191999999995,0.14772443
10,DG Basket (-)2232,DG Granule (+)2201p,3.8261432999999996,15.825873000000001,851.3508,21.343803,0.27015975
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,3.7707324,18.963596,944.0466,30.347662,0.259675
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,3.2287805,15.919803,663.546,28.590837,0.13326064
13,DG MOLAX (-)3302,DG Granule (+)2201p,3.0796982999999996,18.353668,619.7348599999999,41.9084,0.13631202
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,3.2299488,17.094648,597.8413,38.9999,0.18139218
15,DG HICAP (-)2322,DG Granule (+)2201p,3.5371243999999997,15.991307,945.84155,40.07286,0.14052407
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,4.0052843000000005,19.19516,1017.3657,33.564293,0.27035487
17,DG MOPP (-)3000,DG Granule (+)2201p,2.9442961,21.565576999999998,598.8134,30.274742,0.15542178
18,DG HIPP (-)1002,DG Granule (+)2201p,3.764094,16.847808999999998,960.5141,33.247723,0.2075549
19,DG HIPROM (-)1333p,DG Granule (+)2201p,4.2203383,17.84056,1007.02905,31.723779999999998,0.19969438
20,DG AIPRIM (-)2333,DG Granule (+)2201p,3.6258053999999995,16.496704,729.799,31.541487,0.21294786
21,DG MOCAP (-)0331,DG Granule (+)2201p,3.1401436,17.640476,449.5169,18.620647,0.10774781
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,3.388647,15.107059,658.7647,20.806564,0.14750563
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,3.4992511,17.46892,926.96844,25.477694,0.15996766
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,3.544511,14.9500675,841.9045,24.357994,0.19135343
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,3.2976289,22.996248,676.9397,27.417534000000003,0.18517466
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,3.49444,10.442089,771.9829,47.166171999999996,0.16121118
27,DG Mossy (+)0103,DG Semilunar Granule (+)2311p,3.4244883,10.848727,672.45844,59.61919,0.17135371
28,DG Mossy MOLDEN (+)2323,DG Semilunar Granule (+)2311p,3.8629705999999997,10.503724,645.0357,60.56596,0.17156422
29,CA3c Pyramidal (+)03223p,DG Semilunar Granule (+)2311p,3.1543963,11.383592,513.8333,40.55057,0.15418592
30,MEC LV Pyramidal (+)331131p,DG Semilunar Granule (+)2311p,3.8255327000000006,10.787704,812.87555,46.55672,0.2590993
31,MEC LII Stellate (+)331111p,DG Semilunar Granule (+)2311p,3.9268537000000006,10.418598,1013.6072,32.433840000000004,0.21403494
32,EC LI-II Pyramidal-Fan (+)331000p,DG Semilunar Granule (+)2311p,3.7628150000000002,10.032875,968.5292,47.809855999999996,0.19589801
33,EC LII-III Pyramidal-Tripolar (+)333000p,DG Semilunar Granule (+)2311p,4.0784016,10.121292,1104.9215,32.081317999999996,0.18680547
34,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Semilunar Granule (+)2311p,3.6486932999999997,10.677999,644.16113,54.10229,0.20567274
35,DG Total Molecular Layer (-)3303,DG Semilunar Granule (+)2311p,3.22992,11.491941,697.1451400000001,35.55774,0.10749604
36,DG MOLAX (-)3302,DG Semilunar Granule (+)2311p,3.1100017999999996,12.399253999999999,628.1643,51.66169,0.11811229599999999
37,DG Outer Molecular Layer (-)3222,DG Semilunar Granule (+)2311p,3.3393805,12.778417,579.4518,48.873999999999995,0.16091964
38,DG Neurogliaform (-)3000p,DG Semilunar Granule (+)2311p,3.8042147000000006,15.26759,978.5614,42.867958,0.22851577
39,DG MOPP (-)3000,DG Semilunar Granule (+)2311p,3.070459,13.464064000000002,636.1164,45.677532,0.12781742
40,DG HICAP (-)2322,DG Semilunar Granule (+)2311p,3.362568,12.514526,852.758,47.92765,0.10016671
41,DG HIPP (-)1002,DG Semilunar Granule (+)2311p,3.362919,12.412814,871.4704,42.747840000000004,0.15243663
42,DG HIPROM (-)1333p,DG Semilunar Granule (+)2311p,3.8180616,13.205931,935.09796,39.76145,0.14993691
43,DG AIPRIM (-)2333,DG Semilunar Granule (+)2311p,3.276071,12.061321000000001,679.2080000000001,39.67953,0.16848381
44,DG MOCAP (-)0331,DG Semilunar Granule (+)2311p,2.9736392000000005,14.600863,536.29175,25.062054,0.08349618
45,CA3 Spiny Lucidum (-)01320p,DG Semilunar Granule (+)2311p,3.4563322,11.457917,694.0893,27.237963,0.12234167
