,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,4.1797724,12.602389,875.0825,38.2778,0.22828771
1,DG Mossy (+)0103,DG Granule (+)2201p,3.8515306000000002,12.648943,726.34686,48.255028,0.22098702
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,4.286760299999999,12.199448,728.5727,47.847534,0.22879899
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,4.409058,15.426607,579.2767,22.195999999999998,0.21718776
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,4.9299800000000005,13.690524,934.58026,31.852524,0.30213892
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,5.161765,13.374379999999999,1109.2009,28.890158000000003,0.27020139
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,4.7734504,12.4823265,1071.878,34.43158,0.2571603
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,5.0624647000000005,13.438269,1182.6932,28.68952,0.26194677
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,4.462696,12.706428,823.57043,36.747704,0.24991027
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,5.0491977,14.251709,493.26114,31.507502000000002,0.14727679
10,DG Basket (-)2232,DG Granule (+)2201p,5.2641480000000005,17.417847000000002,820.1135,21.737335,0.2740636
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,4.7069535,19.326332,1033.4149,29.404870000000003,0.27340838
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,4.223285,16.534470000000002,746.3774,26.448378,0.16160172
13,DG MOLAX (-)3302,DG Granule (+)2201p,3.8179269999999996,17.241343,689.7001,35.00625,0.14941079999999998
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,4.2431035,16.743082,690.115,33.563435,0.19848411
15,DG HICAP (-)2322,DG Granule (+)2201p,4.004723,16.066477,932.16986,32.85921,0.14504024
