,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,0.1584272165916999,0.10826958763091445,0.07798755001544135,0.15521554378064448,0.09889797597231849
1,DG Mossy (+)0103,DG Granule (+)2201p,0.16405251995481707,0.10576089050693635,0.10102781296571345,0.13545814508134726,0.10281670821999367
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,0.1502199244443839,0.10314518824530094,0.1035965215923721,0.13449349893643092,0.10798737776245453
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,0.131747528034673,0.12239657235276226,0.1629326053872487,0.18566224134272605,0.1331403841058028
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,0.1580343371905465,0.1217813657961441,0.08173861093024053,0.14930533726989323,0.0872934147349023
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,0.1535288009509822,0.11208567779709909,0.07278985506858983,0.13985555882686668,0.09511645803021107
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,0.16774660289067303,0.11351149705561579,0.07062661927080836,0.14036241246518272,0.10195754911602291
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,0.15726169766938133,0.12336274781659196,0.06529557607288315,0.13453998655672803,0.08899386770421865
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,0.14511691336080745,0.10310621273816899,0.09748789759867368,0.15401750164108263,0.10808915573228807
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,0.10708210525683003,0.11754810428635636,0.20689473477941955,0.15995947055402843,0.18130257628205715
10,DG Basket (-)2232,DG Granule (+)2201p,0.14950903287679704,0.12432842526974666,0.10030310821098064,0.1720796759433817,0.09208994383672635
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,0.1492090438095677,0.15745298407333566,0.08621495483306543,0.14957588646366,0.08793451702461845
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,0.13311811992064387,0.12972511696844816,0.1254611086260675,0.15478895428518757,0.1463882078700919
13,DG MOLAX (-)3302,DG Granule (+)2201p,0.14999503004684192,0.14648672953409286,0.11923946911249839,0.15479006608665133,0.13560166977259377
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,0.14233452881621023,0.14936201821644465,0.11610488254673515,0.15362489353666994,0.11188508756952231
15,DG HICAP (-)2322,DG Granule (+)2201p,0.17419988815679413,0.12820510139658078,0.07186238098433499,0.14232069409535258,0.12144990149453484
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,0.1848145625232737,0.1653974533898381,0.07790759648183417,0.14815750531917266,0.08595616548721219
17,DG MOPP (-)3000,DG Granule (+)2201p,0.14670169206579906,0.16784404684800958,0.16400544534442205,0.19653579191773063,0.17003379989022632
18,DG HIPP (-)1002,DG Granule (+)2201p,0.1886435815332941,0.13416601000840955,0.08149949157569149,0.1530815449294863,0.10839568477373433
19,DG HIPROM (-)1333p,DG Granule (+)2201p,0.17441561630924216,0.12923487849364546,0.08087773517117074,0.13866437065286735,0.10928073089908298
20,DG AIPRIM (-)2333,DG Granule (+)2201p,0.1539335372771574,0.13975217257998346,0.10515928099281378,0.15607135762191107,0.10890280979381355
21,DG MOCAP (-)0331,DG Granule (+)2201p,0.13261224978305383,0.14450025176469164,0.2615730238831817,0.2582277625793358,0.23743112454789336
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,0.12017187093246937,0.12511568242008847,0.1442130283701116,0.18692389123442416,0.15828464861389702
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,0.13841561049370493,0.1378889719177664,0.09272900371927743,0.13004292377822402,0.1284215766395496
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,0.128367642056184,0.12362805956740587,0.1006406552009506,0.1323081713557302,0.11035463375564283
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,0.15111096875095165,0.17034544823797465,0.13122743337630727,0.1662379908500241,0.1300668720683597
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,0.15262805737275303,0.10534134771374841,0.07915676551834486,0.14735892435625506,0.10940724457768145
27,DG Mossy (+)0103,DG Semilunar Granule (+)2311p,0.16580982760800944,0.10709987031616026,0.09022117282378778,0.1234967676474391,0.10423098875478848
28,DG Mossy MOLDEN (+)2323,DG Semilunar Granule (+)2311p,0.1536450892694648,0.10623908095078458,0.08961081041166717,0.12272367467260022,0.1055961266911603
29,CA3c Pyramidal (+)03223p,DG Semilunar Granule (+)2311p,0.13124366634380105,0.10360049882506037,0.14161004174061262,0.1567500535387983,0.13659496317492123
30,MEC LV Pyramidal (+)331131p,DG Semilunar Granule (+)2311p,0.1607937587133711,0.10545547717368688,0.08093691079739126,0.13777632956058816,0.09050978839959456
31,MEC LII Stellate (+)331111p,DG Semilunar Granule (+)2311p,0.1608538097319294,0.11763088186138794,0.07028404390702044,0.11965897813244247,0.10330693004526174
32,EC LI-II Pyramidal-Fan (+)331000p,DG Semilunar Granule (+)2311p,0.1609552650811116,0.1081331640261072,0.07129775963597301,0.13402426148581512,0.10723488946543165
33,EC LII-III Pyramidal-Tripolar (+)333000p,DG Semilunar Granule (+)2311p,0.16204908817584074,0.11626379886664882,0.06341670278030874,0.11377008559809378,0.09551940502500357
34,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Semilunar Granule (+)2311p,0.14691430782399162,0.09787860377962958,0.09272651029549127,0.13829606081894566,0.10977036627351112
