,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,0.16554197679721255,0.13903284428361296,0.06767493718769793,0.15293030052823028,0.08936715638274911
1,DG Mossy (+)0103,DG Granule (+)2201p,0.18690880263717366,0.12176201084426992,0.08482090078090766,0.14102766379052664,0.09755650469372427
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,0.17294567119271634,0.12190995683527589,0.08744876511948785,0.13811967955071502,0.09962111167101169
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,0.1498558067634393,0.13238109498173145,0.10750774207663143,0.17174048526397137,0.09986855734310365
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,0.1723097682919356,0.1549613262484843,0.0702730226812843,0.1464091695349615,0.07954908016860403
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,0.19352991994551905,0.1677393294913978,0.05793189003253326,0.15462043027643516,0.08400117160352301
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,0.1737221761236237,0.15763691814944,0.0587037097352607,0.13305217301977737,0.0881480351992845
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,0.19405721439862106,0.17505794849193135,0.05357204663199432,0.14910952975744465,0.08019469673068502
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,0.1583126253898142,0.1395265012040972,0.07920482518170638,0.1445241814595535,0.09007080435500203
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,0.13796183382549754,0.11240120864065241,0.13089946071314837,0.1292762448602333,0.11140002049594416
10,DG Basket (-)2232,DG Granule (+)2201p,0.18440530027301047,0.14751999806489724,0.0786407831329129,0.16058626042308896,0.0818098427124379
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,0.20330456933996205,0.15917593201947047,0.06500762234918205,0.1363972976201609,0.07080774841248365
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,0.16367743896391135,0.1407155145025045,0.08472051827357208,0.1281579621732195,0.11782188768052236
13,DG MOLAX (-)3302,DG Granule (+)2201p,0.1622532918925843,0.14441165391115857,0.08786558370526815,0.12685965465588211,0.11218033169306431
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,0.16318929900287393,0.14546085141391915,0.08962030946847813,0.12481227252425632,0.09393310789260292
15,DG HICAP (-)2322,DG Granule (+)2201p,0.16445016092567738,0.14238647512945862,0.06176664289925828,0.11454177119270585,0.1229074251675834
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,0.19296668555240842,0.16262214460008814,0.06845254894157009,0.13973749480609757,0.07805517322986076
17,DG MOPP (-)3000,DG Granule (+)2201p,0.17046176470910782,0.15250246083389446,0.1005853899316114,0.13324765401775862,0.11197289945678991
18,DG HIPP (-)1002,DG Granule (+)2201p,0.16812696433011573,0.1523419086365988,0.06741225685936757,0.1323014176053386,0.09958088825818229
19,DG HIPROM (-)1333p,DG Granule (+)2201p,0.15896213603131365,0.15112166065321947,0.06662636877469186,0.1332807663218516,0.0995223489198763
20,DG AIPRIM (-)2333,DG Granule (+)2201p,0.15441788417713218,0.14264173833400354,0.08595453728329282,0.13515340167453302,0.10119136496592887
21,DG MOCAP (-)0331,DG Granule (+)2201p,0.1557429947899749,0.13903460803535042,0.15884819174910114,0.22027318475568866,0.17528050714884236
