,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,0.43912596854612335,1.0926362127687053,54.80078133582741,4.592981293700484,0.014703907351735985
1,DG Mossy (+)0103,DG Granule (+)2201p,0.4144201999102184,1.1358254820777653,49.990479321859816,4.989852981936322,0.016146971653573317
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,0.4136826427443415,1.1007550383626756,49.484453974760974,4.932575896066857,0.01627133158649751
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,0.39842673098084214,1.5566576618174721,54.86518791470313,3.7538329448679817,0.017293219340170553
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,0.5128127590041593,1.25016523279412,55.21927592575913,4.281334920051231,0.01771927803689497
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,0.5265920193470572,1.2720582730173209,59.324673727471634,2.8684021548705854,0.017273836910577423
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,0.5124929147109162,1.062040518384436,63.15663836426215,4.667625646435926,0.016581090029912895
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,0.5232587842138685,1.3070068886115753,60.99102413107479,2.559225977311455,0.015998491414916424
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,0.42155246642937283,0.9524271418159661,52.5640277038015,4.81939402284314,0.016240194523416036
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,0.3634246598635274,1.3262044615065913,48.73692599418079,4.108763569736295,0.01569999891454855
10,DG Basket (-)2232,DG Granule (+)2201p,0.4383532829950802,1.5300587981118021,65.29737712295713,2.709879674941306,0.01855880938833595
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,0.5297055956386645,2.2365648770399,61.55916318794296,2.783318522279312,0.01568189610968707
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,0.35524099892117955,1.6286408017285399,66.1512724209751,3.1325655116731856,0.01408872896741035
13,DG MOLAX (-)3302,DG Granule (+)2201p,0.3660584680329415,1.8905121565520109,58.520004767749526,4.537676661167648,0.014368165866741268
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,0.4049467514553292,1.8347613453351244,52.63508346168272,4.303575721084546,0.01583310546169949
15,DG HICAP (-)2322,DG Granule (+)2201p,0.44072343340309805,1.5975611264162677,56.999633876558825,4.124335538418978,0.010916468113752504
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,0.5507399890042908,2.168620546236052,63.85252113223052,3.4661041624753506,0.015800964673445782
17,DG MOPP (-)3000,DG Granule (+)2201p,0.3779785880619175,2.2160991382912214,63.77937888854311,3.8611279218943513,0.0158467883805668
18,DG HIPP (-)1002,DG Granule (+)2201p,0.46067545253491743,1.6495728204852762,58.659605385496505,3.6254559559879027,0.013759533006556956
19,DG HIPROM (-)1333p,DG Granule (+)2201p,0.4501475028819773,1.5920936836260673,61.23053189736497,2.7564052639370518,0.013226975953151457
20,DG AIPRIM (-)2333,DG Granule (+)2201p,0.38796301486518237,1.6065949446551158,58.760746478963256,3.4075105305643762,0.015581897609117906
21,DG MOCAP (-)0331,DG Granule (+)2201p,0.366835426781227,2.135860823850929,59.73859548048606,2.4039081239515605,0.010654499880980706
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,0.3682388925407915,1.56317854493315,70.14178233335312,2.7935926066901255,0.016479419124776143
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,0.412152190652053,1.8963108290391029,63.54473599315113,2.404398650930164,0.013722990869991441
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,0.41138423232000576,1.5290102958962588,62.2567536216675,2.4156602191799967,0.01558657569909417
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,0.41785076797023796,2.8653679514827974,64.30558911606421,3.1986022167271644,0.017776895837732714
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,0.42090855513189473,0.900974435533218,50.34125418584051,4.7742677952529995,0.012840908226155197
27,DG Mossy (+)0103,DG Semilunar Granule (+)2311p,0.40475992617698703,0.9749839329995297,46.84992703937129,4.935829540682786,0.014282298919320228
28,DG Mossy MOLDEN (+)2323,DG Semilunar Granule (+)2311p,0.40342116483358637,0.9459402125009778,45.19218760216242,4.777456917029147,0.014192130207561
29,CA3c Pyramidal (+)03223p,DG Semilunar Granule (+)2311p,0.38958323931712413,0.9732201871974995,48.36885989011619,4.080377896221271,0.014429817538791311
