,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,4.1090273999999996,12.21292,858.60815,43.810565999999994,0.23689643
1,DG Mossy (+)0103,DG Granule (+)2201p,3.9683297,12.231992,708.7108,54.268069999999994,0.23064874
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,4.410568,11.913497999999999,699.78156,53.54724,0.23944093
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,4.3700566,14.38095,563.21014,25.065321,0.22203381
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,5.048736,13.155206,919.0504,33.655914,0.30505863
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,5.139746700000001,13.014417,1095.1294,28.606644,0.2784987
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,4.821749,12.097172,1058.8174,36.267696,0.26557909999999996
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,5.0317974,12.952841000000001,1165.4412,27.499048,0.27074975
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,4.491611499999999,12.509928,814.4910000000001,40.668175,0.25139165
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,4.546112,13.313711999999999,474.36884000000003,34.72467,0.15471815
10,DG Basket (-)2232,DG Granule (+)2201p,5.160256400000001,16.522627,806.50214,22.180548,0.2789457
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,4.61616,18.55046,1023.08777,29.728014,0.28116852
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,4.1764784,15.530648999999999,729.6666,27.027196999999997,0.16372569
13,DG MOLAX (-)3302,DG Granule (+)2201p,3.8344722,16.076044,671.41437,39.522746999999995,0.15077671
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,4.1783996,15.802826999999999,665.1610000000001,36.415974,0.202806
15,DG HICAP (-)2322,DG Granule (+)2201p,3.9723976000000003,15.643220000000001,906.7843,36.567448,0.14673008
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,4.7961802,18.56447,1014.83057,30.897583,0.27635962
17,DG MOPP (-)3000,DG Granule (+)2201p,4.1038537,17.965548000000002,664.1837,29.823483000000003,0.16958818
18,DG HIPP (-)1002,DG Granule (+)2201p,4.164562999999999,16.209799,901.44354,29.4295,0.20803876
19,DG HIPROM (-)1333p,DG Granule (+)2201p,4.514064299999999,15.316313000000001,938.3069,28.59954,0.20700744
20,DG AIPRIM (-)2333,DG Granule (+)2201p,4.5540805,15.417622,713.5981,28.52392,0.2150942
21,DG MOCAP (-)0331,DG Granule (+)2201p,4.2264805,17.006042,510.2093,21.009737,0.12595725
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,5.0076313,15.856094,736.0111,22.914123999999997,0.17234068
