,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,1.7580470000000001,5.9303246,509.74722,17.215164,0.12292183
1,DG Mossy (+)0103,DG Granule (+)2201p,1.6400383,7.195606,346.099,25.552564999999998,0.11704725
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,1.8350468,6.718594,322.75696,26.068476,0.11349197
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,1.8544518,7.2646503,200.47032,10.9860115,0.07549567
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,1.6600918999999998,6.4000497,540.10895,15.960372,0.1608395
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,1.8146924999999998,5.886622,675.36383,12.993184,0.14336774
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,1.8291681,5.6596794,665.3284,17.429745,0.12543379
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,2.0409067,6.024338200000001,788.0015,13.280657999999999,0.141404
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,1.7500696,6.4405837,381.28055,19.463707,0.11380786400000001
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,1.9393957999999998,7.0487113,119.750206,16.552464,0.043453276
10,DG Basket (-)2232,DG Granule (+)2201p,2.037498,7.2188754,585.9821,11.294573,0.16972639
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,1.939281,8.279133999999999,585.17487,13.074043,0.1538823
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,1.8059808000000002,8.235974,368.38766,12.270208,0.05788058
13,DG MOLAX (-)3302,DG Granule (+)2201p,1.4846097,8.460769,364.96862999999996,18.95879,0.06718541
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,1.6730955,8.346145,337.03018,18.032167,0.09787767
15,DG HICAP (-)2322,DG Granule (+)2201p,1.8341622,8.606904,723.0374,23.517951999999998,0.090044424
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,1.7195745999999998,7.1412320000000005,745.9864,15.395926000000001,0.18625063
17,DG MOPP (-)3000,DG Granule (+)2201p,1.6299084,9.879923,274.07108,10.565628,0.056121714
18,DG HIPP (-)1002,DG Granule (+)2201p,1.5853278999999998,7.430178,701.7102,20.19517,0.13708937
19,DG HIPROM (-)1333p,DG Granule (+)2201p,1.7774511999999998,6.9771905,750.457,22.473032,0.13386445
20,DG AIPRIM (-)2333,DG Granule (+)2201p,1.7101539000000001,6.858617,466.25613,17.434496,0.11888389
21,DG MOCAP (-)0331,DG Granule (+)2201p,1.7156601000000002,7.141002,99.89220999999999,4.2941184,0.02506957
