,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,1.8359425999999999,5.3829455,661.3746,16.509570999999998,0.16595714
1,DG Mossy (+)0103,DG Granule (+)2201p,1.6645417000000002,6.6730065000000005,510.89532,23.213678,0.14811105
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,1.868179,6.2902718,510.5632,22.702589,0.15597579999999997
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,2.0573616,7.283599000000001,361.81927,9.834885,0.13299213
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,2.4248126,4.725248000000001,668.4414,15.286721,0.22684446
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,2.094346,4.5938845,865.1137,13.27653,0.2008817
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,2.136576,4.6734004,813.1416,17.300406,0.18204674
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,1.8777211,4.1011634,969.0559,14.592665,0.19314173
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,2.0480847,5.608237,556.1435,17.087276,0.18471706
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,2.203775,7.665638,269.5045,17.465187,0.0874371
10,DG Basket (-)2232,DG Granule (+)2201p,1.8590490000000002,7.6209645,673.4364,11.071932,0.22561863
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,1.9096123999999999,7.6422257,788.33905,15.320433,0.23179178
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,1.874078,7.739466999999999,550.74054,12.681545,0.09746692
13,DG MOLAX (-)3302,DG Granule (+)2201p,1.9119713,8.347267,480.7991,18.882504,0.10402295
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,2.058448,7.767714999999999,460.6072,18.314478,0.13864401
15,DG HICAP (-)2322,DG Granule (+)2201p,1.814948,7.482101400000001,751.7624,19.612986,0.09091674
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,1.8575846999999999,6.6576699999999995,793.07916,16.916935000000002,0.21723737
17,DG MOPP (-)3000,DG Granule (+)2201p,1.7316808999999997,9.285671,447.50296,13.507839,0.10119867
18,DG HIPP (-)1002,DG Granule (+)2201p,2.1065753,7.2828217,747.0745,16.316933,0.1412838
19,DG HIPROM (-)1333p,DG Granule (+)2201p,2.5703549999999997,7.296296000000001,768.9468,15.545917999999999,0.14127086
20,DG AIPRIM (-)2333,DG Granule (+)2201p,2.1372886,7.5876527000000005,565.8442,15.432545000000001,0.14778146
21,DG MOCAP (-)0331,DG Granule (+)2201p,1.9371877,8.830959,237.74868999999998,5.643123999999999,0.039636157000000005
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,2.418755,7.8726134000000005,481.9564,9.602451,0.0982375
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,2.0334308,7.7867947,717.1397,15.199375,0.11641533
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,1.9385171,7.4281845,639.555,13.512799,0.1485028
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,1.8329952,9.996417,496.06464000000005,13.844681,0.12787315
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,1.8247042000000002,4.912028,586.04,20.478548,0.11880484
27,DG Mossy (+)0103,DG Semilunar Granule (+)2311p,1.662616,5.881050599999999,494.70525999999995,28.831657,0.11945973
28,DG Mossy MOLDEN (+)2323,DG Semilunar Granule (+)2311p,1.740375,5.7881775,496.37192000000005,29.036579999999997,0.12111854
29,CA3c Pyramidal (+)03223p,DG Semilunar Granule (+)2311p,1.9839156000000002,6.617659,345.53192,13.684207999999998,0.115452565
30,MEC LV Pyramidal (+)331131p,DG Semilunar Granule (+)2311p,2.1052687000000003,4.775519999999999,561.3024,18.659685,0.20828497
31,MEC LII Stellate (+)331111p,DG Semilunar Granule (+)2311p,2.1056325,4.203571,824.73596,15.678993,0.15932329
32,EC LI-II Pyramidal-Fan (+)331000p,DG Semilunar Granule (+)2311p,1.8507668999999998,4.5852265,752.2273,20.34449,0.13830318
33,EC LII-III Pyramidal-Tripolar (+)333000p,DG Semilunar Granule (+)2311p,1.9559091,4.065989,905.3988,15.751180999999999,0.14672968
34,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Semilunar Granule (+)2311p,1.9687294999999998,5.1966095,459.67657,22.653848999999997,0.15303521
35,DG Total Molecular Layer (-)3303,DG Semilunar Granule (+)2311p,1.9932672999999999,6.929154400000001,515.59357,17.759777,0.06405959
36,DG MOLAX (-)3302,DG Semilunar Granule (+)2311p,1.762672,6.854971000000001,433.71396,23.536018,0.06565156
37,DG Outer Molecular Layer (-)3222,DG Semilunar Granule (+)2311p,1.9599004,7.083715400000001,434.29834000000005,21.547688,0.10720942
38,DG Neurogliaform (-)3000p,DG Semilunar Granule (+)2311p,1.7511450000000002,5.9483523,730.1733,19.759556,0.17350474
