,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,1.3807055,7.025312400000001,467.85815,19.732967000000002,0.12759516
1,DG Mossy (+)0103,DG Granule (+)2201p,1.2977834,7.3937974,355.67142,32.050358,0.12320564
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,1.4231031,7.536177599999999,349.59528,32.651962,0.119988285
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,1.4657745,7.5538754,188.90442,13.601204999999998,0.089510046
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,1.6190716,6.961003999999999,507.70947,21.371082,0.17936443
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,1.199547,6.050603,710.993,14.086896,0.16073477
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,1.4877007,6.5052314,643.9717,23.828142,0.14226368
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,1.5340258,5.914492,791.6161,14.027270999999999,0.14931744
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,1.5117684999999998,7.265907,371.64026,28.567574,0.13970457
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,1.4880673,8.086041999999999,140.31611999999998,20.982110000000002,0.06055212
10,DG Basket (-)2232,DG Granule (+)2201p,1.8636156000000004,7.448459599999999,515.55,10.100475,0.16621946
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,1.4620765,8.866516,645.1234,13.530464000000002,0.17696603
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,1.3232007,8.651083,393.2445,12.614872,0.06750189999999999
13,DG MOLAX (-)3302,DG Granule (+)2201p,1.0304421000000001,9.572713,328.8313,26.143583,0.07643895
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,1.2353473,9.196146,314.41962,24.319138,0.10990645
15,DG HICAP (-)2322,DG Granule (+)2201p,1.498222,9.016386,595.9175,23.968742000000002,0.07077281
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,1.270664,9.146817,681.9028,17.258871,0.18078539
17,DG MOPP (-)3000,DG Granule (+)2201p,1.1360290000000002,9.9147,282.085,12.929487,0.06426142
18,DG HIPP (-)1002,DG Granule (+)2201p,1.3691046,8.298735,555.04193,18.650665,0.113479555
19,DG HIPROM (-)1333p,DG Granule (+)2201p,1.7965049,8.045166,584.8134,15.91104,0.108081765
20,DG AIPRIM (-)2333,DG Granule (+)2201p,1.2855589,8.480595,387.08292,17.352370999999998,0.10729594
21,DG MOCAP (-)0331,DG Granule (+)2201p,1.3455039,7.838031299999999,102.6796,5.102157,0.025866482000000003
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,1.7037134999999999,7.538050999999999,280.16348,9.478639,0.05733645
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,1.3182696000000003,8.4793,542.76984,14.527217000000002,0.08129468599999999
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,1.6355381000000002,7.7445307,487.3769,14.045479,0.11194936
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,1.0942975000000001,10.836183,303.8637,12.85931,0.07881163
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,1.3701279,5.752891,440.3883,26.363012,0.10896262
27,DG Mossy (+)0103,DG Semilunar Granule (+)2311p,1.1381714,6.177734,372.4401,40.678574,0.10911406
28,DG Mossy MOLDEN (+)2323,DG Semilunar Granule (+)2311p,1.2781605,6.3403893,369.4271,41.26723,0.11112276
29,CA3c Pyramidal (+)03223p,DG Semilunar Granule (+)2311p,1.3191462,7.297863499999999,223.8606,20.692114,0.086657636
30,MEC LV Pyramidal (+)331131p,DG Semilunar Granule (+)2311p,1.462157,6.2723246,440.96432000000004,28.886452000000002,0.17227222
31,MEC LII Stellate (+)331111p,DG Semilunar Granule (+)2311p,1.1707246,4.7666015999999996,689.6896,17.896393,0.13647552
32,EC LI-II Pyramidal-Fan (+)331000p,DG Semilunar Granule (+)2311p,1.4364265,5.2765226,595.42065,32.437912,0.11749504
33,EC LII-III Pyramidal-Tripolar (+)333000p,DG Semilunar Granule (+)2311p,1.3473403,5.2970552,758.8946,16.774923,0.12486318
34,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Semilunar Granule (+)2311p,1.45183,6.181234,333.87683,36.41024,0.13781773
35,DG Total Molecular Layer (-)3303,DG Semilunar Granule (+)2311p,1.3073609,6.5880003,373.98742999999996,18.483017,0.053859442
36,DG MOLAX (-)3302,DG Semilunar Granule (+)2311p,1.0340754,7.280461,318.67096000000004,35.523026,0.06457939
37,DG Outer Molecular Layer (-)3222,DG Semilunar Granule (+)2311p,1.3382258,7.633325,298.7814,32.836193,0.10498942
38,DG Neurogliaform (-)3000p,DG Semilunar Granule (+)2311p,1.0738195,7.447467999999999,619.885,22.07787,0.1623727
39,DG MOPP (-)3000,DG Semilunar Granule (+)2311p,1.1315438,7.9116464,291.6003,23.009211999999998,0.069079675
40,DG HICAP (-)2322,DG Semilunar Granule (+)2311p,1.3786535,6.8433194,500.30383,29.59975,0.050556067
41,DG HIPP (-)1002,DG Semilunar Granule (+)2311p,1.4498162,6.7979330000000004,474.86694000000006,23.328039999999998,0.07600408
42,DG HIPROM (-)1333p,DG Semilunar Granule (+)2311p,1.7241026999999998,6.718483999999999,504.74035999999995,21.082775,0.06834212
43,DG AIPRIM (-)2333,DG Semilunar Granule (+)2311p,1.4385356000000002,7.55398,348.11115,22.12697,0.09735295
44,DG MOCAP (-)0331,DG Semilunar Granule (+)2311p,1.2157488,7.464271000000001,171.09332,10.283175,0.031694196
45,CA3 Spiny Lucidum (-)01320p,DG Semilunar Granule (+)2311p,1.7946468999999998,6.9893847000000004,360.32727,15.582873999999999,0.057276192999999996
46,CA1 LMR Projecting (-)3300p,DG Semilunar Granule (+)2311p,1.4544455,6.8196993,547.43585,19.041275,0.059345786
47,CA1 Perforant Path-Associated (-)3200p,DG Semilunar Granule (+)2311p,1.4503106000000001,7.1408496,480.24042000000003,17.766752,0.10283076
48,CA1 Neurogliaform Projecting (-)3000p,DG Semilunar Granule (+)2311p,1.1923834999999998,8.140782000000002,377.8842,18.767139999999998,0.08088854
49,DG Granule (+)2201p,DG Hilar Ectopic Granule (+)2203p,1.4585115,4.6150970000000004,848.4734,29.746794,0.07650001
50,CA2 Pyramidal (+)2333p,DG Hilar Ectopic Granule (+)2203p,1.3254819,4.242851,530.3269,56.418884,0.15733884
51,DG Hilar Ectopic Granule (+)2203p,DG Hilar Ectopic Granule (+)2203p,1.423877,4.642046499999999,636.3896,37.60971,0.11876845
52,DG Mossy MOLDEN (+)2323,DG Hilar Ectopic Granule (+)2203p,1.2576087,5.568534400000001,597.23596,45.041573,0.116886616
53,CA3c Pyramidal (+)03223p,DG Hilar Ectopic Granule (+)2203p,1.3674377,6.625321400000001,442.08295,24.942757,0.11497506
