,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,2.2460549729999997,9.781853490999998,559.1946315000001,31.206072320000008,0.15410956176
1,DG Mossy (+)0103,DG Granule (+)2201p,2.011619785999999,10.656781212,444.7683318,45.58023776000001,0.15984956419999993
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,2.1953094389999994,10.461557026000003,436.3101108,45.02707204,0.16039226636000004
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,2.2931522610000004,11.143983432,298.75129380000004,20.557567965000004,0.12493968278999994
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,2.482597896,10.351655715,620.6278637999997,30.02720752,0.20763778659999998
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,2.475659854999998,9.840301195000004,787.5041891999999,21.385630730000006,0.18260745529999994
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,2.3558872500000003,9.574314997000002,729.2574232000005,32.7502352,0.1684136249
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,2.4438389259999997,9.66363209,867.1530125000002,21.74809187,0.17337506429999988
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,2.3211835919999997,9.831282750999996,488.0275929,36.98642959000001,0.16560365090000004
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,2.2842490340000006,10.953543331999999,227.23792815000004,26.114759790000004,0.08015113459999998
10,DG Basket (-)2232,DG Granule (+)2201p,2.6585187869999998,11.990394260000006,459.4104969999999,14.297609479999991,0.16583357943999996
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,2.3682559459999992,14.07073544,689.0522673,21.389067379999997,0.18635163119999995
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,2.2003816300000003,12.899698274999997,443.18425449999995,20.44217756999999,0.08577106285999997
13,DG MOLAX (-)3302,DG Granule (+)2201p,1.9173159926999992,13.758535864999992,407.69625049999996,34.23042664000002,0.09310438943999998
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,2.174231402,13.501973205000008,387.3287026999999,32.12484696999999,0.12818812064999996
15,DG HICAP (-)2322,DG Granule (+)2201p,2.0656542834,12.767856660000001,671.2675419000002,29.787577730000006,0.08341031021000003
