,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,3.2954934000000002,12.391502000000001,681.3364,41.745266,0.17695388
1,DG Mossy (+)0103,DG Granule (+)2201p,3.0411036,13.06783,543.2021,55.823013,0.18780667
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,3.3345487,13.012722,561.6543,56.222775,0.19334628
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,3.1282872999999998,15.9593725,410.9563,27.706303000000002,0.14731918
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,3.4984112,13.73487,736.73315,39.668735999999996,0.23278894
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,3.6400745000000003,13.706078,908.3698,28.973463,0.21829949999999998
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,3.5883737,12.3279,875.706,42.511963,0.2006715
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,3.7935847999999996,12.81552,973.7608,30.985943,0.20478061
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,3.4065456,11.981042,610.8041400000001,48.31072,0.2018126
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,3.1766330000000003,14.629822,327.82318,32.08185,0.107193425
10,DG Basket (-)2232,DG Granule (+)2201p,3.9240152999999998,15.632876000000001,570.19214,21.182432000000002,0.20697100000000002
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,3.6176057,19.406133999999998,820.6199,30.976889,0.21710475
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,3.0058682,17.520552,591.1601,27.00468,0.112571515
13,DG MOLAX (-)3302,DG Granule (+)2201p,2.658864,19.132826,536.94434,41.82071,0.12120638
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,3.1629647999999997,18.180935,533.6346,40.72472,0.15644144
15,DG HICAP (-)2322,DG Granule (+)2201p,3.1381798,16.640767999999998,786.1863,39.72593,0.11115605
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,3.5708854,19.02992,890.2649,34.088017,0.22831176
17,DG MOPP (-)3000,DG Granule (+)2201p,2.7671237,20.768024,498.21646,29.81897,0.13017464
18,DG HIPP (-)1002,DG Granule (+)2201p,3.3380926,16.750496,716.9537,32.455692,0.15318054
19,DG HIPROM (-)1333p,DG Granule (+)2201p,3.3947773,16.789398000000002,769.40906,26.603170000000002,0.15139063
20,DG AIPRIM (-)2333,DG Granule (+)2201p,3.2063155,17.265608,585.3927,30.984534999999997,0.15428683
21,DG MOCAP (-)0331,DG Granule (+)2201p,3.1666048,17.409334,324.9297,15.407465,0.07590977
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,3.2493990000000004,17.030603,576.9611,21.243645,0.12454723
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,3.070026,18.412876,726.37964,26.012732999999997,0.13777623
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,3.2992535000000003,15.946010000000001,685.2995599999999,25.658066,0.16284584
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,3.1078005,26.182833,561.1402,24.847868,0.1456531
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,3.4282547999999995,11.595914,649.8025,49.545326,0.16251007
27,DG Mossy (+)0103,DG Semilunar Granule (+)2311p,3.088125,11.796908,572.84595,62.48066,0.17609982
28,DG Mossy MOLDEN (+)2323,DG Semilunar Granule (+)2311p,3.4948962,11.536466,542.38605,62.705822,0.17435838
29,CA3c Pyramidal (+)03223p,DG Semilunar Granule (+)2311p,3.2727222,12.35474,421.71808,41.014773999999996,0.13992092
30,MEC LV Pyramidal (+)331131p,DG Semilunar Granule (+)2311p,3.633361,12.340139,713.5675,49.898407,0.22972114
31,MEC LII Stellate (+)331111p,DG Semilunar Granule (+)2311p,3.7496746,11.830924000000001,906.9071,34.57966,0.19969583
32,EC LI-II Pyramidal-Fan (+)331000p,DG Semilunar Granule (+)2311p,3.511889,10.839682,855.4188,51.17368,0.18158709
33,EC LII-III Pyramidal-Tripolar (+)333000p,DG Semilunar Granule (+)2311p,3.6683197,11.248139,997.3595,35.645396999999996,0.18019046
34,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Semilunar Granule (+)2311p,3.487253,11.653061,579.6237,57.748627,0.1868636
35,DG Total Molecular Layer (-)3303,DG Semilunar Granule (+)2311p,2.9884615,13.666426999999999,611.1984,35.7849,0.103147924
36,DG MOLAX (-)3302,DG Semilunar Granule (+)2311p,2.771667,14.662007000000001,549.9389,51.426083,0.11313264
37,DG Outer Molecular Layer (-)3222,DG Semilunar Granule (+)2311p,2.9960856,14.246312,516.3502,50.064728,0.14824115
38,DG Neurogliaform (-)3000p,DG Semilunar Granule (+)2311p,3.3476315000000003,14.983721,830.7161,44.032036,0.19969672
39,DG MOPP (-)3000,DG Semilunar Granule (+)2311p,2.7634919,15.2753,549.4365,45.857807,0.11182187
40,DG HICAP (-)2322,DG Semilunar Granule (+)2311p,2.8895996,14.542001,719.2763,47.9285,0.08684528
41,DG HIPP (-)1002,DG Semilunar Granule (+)2311p,3.0377905,13.380104000000001,694.1631,40.685955,0.12835516
42,DG HIPROM (-)1333p,DG Semilunar Granule (+)2311p,3.198395,13.006831,768.18896,35.713184000000005,0.124071084
43,DG AIPRIM (-)2333,DG Semilunar Granule (+)2311p,3.1950974,13.440062,551.5023,40.629597,0.13806847
44,DG MOCAP (-)0331,DG Semilunar Granule (+)2311p,2.7934196,14.885425,402.6644,23.383282,0.07104987
45,CA3 Spiny Lucidum (-)01320p,DG Semilunar Granule (+)2311p,3.124515,12.953626,593.9135,28.720839,0.11015831
46,CA1 LMR Projecting (-)3300p,DG Semilunar Granule (+)2311p,2.9647262000000003,14.138754,790.69543,33.470684000000006,0.106658906
47,CA1 Perforant Path-Associated (-)3200p,DG Semilunar Granule (+)2311p,3.2416202999999997,12.927646000000001,714.10925,33.325466,0.14014655
48,CA1 Neurogliaform Projecting (-)3000p,DG Semilunar Granule (+)2311p,3.0595338,18.798067,576.7167400000001,34.339607,0.13651496
49,DG Granule (+)2201p,DG Hilar Ectopic Granule (+)2203p,3.5730236000000004,10.516242,1067.5209,51.057635999999995,0.15076801
50,CA2 Pyramidal (+)2333p,DG Hilar Ectopic Granule (+)2203p,4.1380334,10.999313,802.2682,76.58957,0.23126061
51,DG Hilar Ectopic Granule (+)2203p,DG Hilar Ectopic Granule (+)2203p,3.8462989999999997,10.880068,886.8424,60.480219999999996,0.19642816
52,DG Mossy MOLDEN (+)2323,DG Hilar Ectopic Granule (+)2203p,4.015167,11.417484,800.5869,69.56022,0.19583246
53,CA3c Pyramidal (+)03223p,DG Hilar Ectopic Granule (+)2203p,3.3068016000000005,12.063025999999999,665.1959,43.553191999999996,0.17135392
54,DG Semilunar Granule (+)2311p,DG Hilar Ectopic Granule (+)2203p,3.7719432999999998,11.309159,875.72974,55.081738,0.185353
55,DG Mossy (+)0103,DG Hilar Ectopic Granule (+)2203p,3.6560642999999997,11.854722,799.55524,68.75045,0.19755188
56,MEC LV Pyramidal (+)331131p,DG Hilar Ectopic Granule (+)2203p,3.9406578999999997,11.762887,949.44147,57.290615,0.26154467
57,MEC LII Stellate (+)331111p,DG Hilar Ectopic Granule (+)2203p,4.2530737,11.596019,1160.906,45.1272,0.22202916
58,EC LI-II Pyramidal-Fan (+)331000p,DG Hilar Ectopic Granule (+)2203p,3.960869,11.150669,1095.9769,60.179843999999996,0.21080272
59,EC LII-III Pyramidal-Tripolar (+)333000p,DG Hilar Ectopic Granule (+)2203p,4.2620664,11.063614,1219.1389,46.902157,0.20879789999999998
60,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Hilar Ectopic Granule (+)2203p,3.815031,11.13921,829.4680000000001,64.0856,0.21487759999999997
61,DG Axo-Axonic (-)2233,DG Hilar Ectopic Granule (+)2203p,3.5853534,12.588389,650.6578400000001,54.200359999999996,0.1478027
62,DG Total Molecular Layer (-)3303,DG Hilar Ectopic Granule (+)2203p,3.2066474,12.623127,835.6453,43.572495,0.12554891
63,DG MOLAX (-)3302,DG Hilar Ectopic Granule (+)2203p,3.4481617999999994,13.416342000000002,794.5955,60.378384,0.1356403
64,DG Outer Molecular Layer (-)3222,DG Hilar Ectopic Granule (+)2203p,3.5980239999999997,13.751767999999998,756.5405,58.114388,0.17591867
65,DG Neurogliaform (-)3000p,DG Hilar Ectopic Granule (+)2203p,4.047623000000001,14.60475,1075.5034,51.72074,0.22153772
66,DG MOPP (-)3000,DG Hilar Ectopic Granule (+)2203p,3.4026379999999996,14.171399,801.7743,50.429446999999996,0.14100420000000002
67,DG HICAP (-)2322,DG Hilar Ectopic Granule (+)2203p,3.301529,13.623704,939.7222,52.24537,0.10614801
68,DG HIPP (-)1002,DG Hilar Ectopic Granule (+)2203p,3.3007739999999997,13.140208,923.5798300000001,47.732014,0.14756626
69,DG HIPROM (-)1333p,DG Hilar Ectopic Granule (+)2203p,3.467885,13.3649025,997.7926,45.485294,0.14432076
70,DG AIPRIM (-)2333,DG Hilar Ectopic Granule (+)2203p,3.5038964999999997,12.923065,782.65936,43.693333,0.15342148
71,DG MOCAP (-)0331,DG Hilar Ectopic Granule (+)2203p,3.0064464,14.636144,668.6983,35.95986,0.09842603
72,CA3 Spiny Lucidum (-)01320p,DG Hilar Ectopic Granule (+)2203p,3.3508337,12.482299000000001,822.3951400000001,40.00212,0.13629363
73,CA3 Mossy Fiber-Associated ORDEN (-)02332p,DG Hilar Ectopic Granule (+)2203p,3.8247921000000003,11.499833,861.8591,64.87008,0.13245766
74,CA3 Mossy Fiber-Associated (-)03330p,DG Hilar Ectopic Granule (+)2203p,2.9560058,13.693916,718.5705,40.03508,0.12559615
75,CA1 LMR Projecting (-)3300p,DG Hilar Ectopic Granule (+)2203p,3.2504854,14.327401,1025.9623,42.90291,0.13058381
76,CA1 Perforant Path-Associated (-)3200p,DG Hilar Ectopic Granule (+)2203p,3.5876407999999995,12.626183000000001,939.7511599999999,42.883590000000005,0.16875042
77,CA1 Neurogliaform Projecting (-)3000p,DG Hilar Ectopic Granule (+)2203p,3.1623732999999996,16.714660000000002,808.1106,43.946740000000005,0.16475931
78,CA1 Back-Projection (-)1133p,DG Hilar Ectopic Granule (+)2203p,3.4787722000000003,13.584328,935.928,46.525940000000006,0.154981
79,DG Granule (+)2201p,DG Mossy (+)0103,3.8101265,9.401799,859.0595,64.75910999999999,0.13556302
80,DG Semilunar Granule (+)2311p,DG Mossy (+)0103,3.7140312000000004,9.864745,645.83875,69.53065,0.17069505
81,DG Mossy (+)0103,DG Mossy (+)0103,3.1697571,10.887618,562.17615,76.421295,0.18042104
82,DG Hilar Ectopic Granule (+)2203p,DG Mossy (+)0103,3.633785,10.267776,596.3394,74.23517,0.18223077
83,DG Mossy MOLDEN (+)2323,DG Mossy (+)0103,3.5078022000000004,10.872732000000001,559.6947,77.09360500000001,0.17992213
84,CA3c Pyramidal (+)03223p,DG Mossy (+)0103,3.1507932999999997,11.119375999999999,393.0213,54.80361,0.16154027
85,CA2 Pyramidal (+)2333p,DG Mossy (+)0103,4.437814,9.880400999999999,524.2649,92.947914,0.23640744
86,DG Axo-Axonic (-)2233,DG Mossy (+)0103,3.3441400000000003,11.180358,410.32385,61.49503299999999,0.13210024
87,DG Total Molecular Layer (-)3303,DG Mossy (+)0103,3.2928233000000002,10.960482,616.50446,53.254481999999996,0.10563994
88,DG HIPROM (-)1333p,DG Mossy (+)0103,3.8711472000000002,11.378888,748.8402,57.82585,0.12591033
89,DG AIPRIM (-)2333,DG Mossy (+)0103,3.6348083,11.095322999999999,538.4544,55.149963,0.14216042
90,DG MOCAP (-)0331,DG Mossy (+)0103,2.787449,12.537436,474.7608,40.697186,0.083805315
91,CA3 Mossy Fiber-Associated ORDEN (-)02332p,DG Mossy (+)0103,3.5481641,11.631469000000001,570.2471,78.07996999999999,0.12615587
92,CA3 Mossy Fiber-Associated (-)03330p,DG Mossy (+)0103,3.0521607000000004,12.192077000000001,487.50836,47.1348,0.10692136
93,CA1 Back-Projection (-)1133p,DG Mossy (+)0103,3.8539839999999996,11.263423,679.3132,58.337276,0.143024
94,DG Granule (+)2201p,DG Mossy MOLDEN (+)2323,3.8221576,9.463825,886.0433300000001,64.24854,0.14710298
95,DG Semilunar Granule (+)2311p,DG Mossy MOLDEN (+)2323,3.7090857,10.054019,656.87305,72.2527,0.17728147
96,DG Mossy (+)0103,DG Mossy MOLDEN (+)2323,3.1529963,11.08376,579.6165,80.12026,0.18565832
97,DG Hilar Ectopic Granule (+)2203p,DG Mossy MOLDEN (+)2323,3.7613902,10.374108,628.0225,75.91494,0.18658239999999998
98,DG Mossy MOLDEN (+)2323,DG Mossy MOLDEN (+)2323,3.5131426,10.842404,576.12366,81.51143,0.18654916
99,CA3c Pyramidal (+)03223p,DG Mossy MOLDEN (+)2323,3.3314998,11.03958,419.1457,56.24994,0.16984273
100,CA2 Pyramidal (+)2333p,DG Mossy MOLDEN (+)2323,4.613421400000001,9.676363,556.7682,96.74289,0.2369203
101,MEC LV Pyramidal (+)331131p,DG Mossy MOLDEN (+)2323,4.097805999999999,10.886942,698.4971,73.61255,0.24044138
102,MEC LII Stellate (+)331111p,DG Mossy MOLDEN (+)2323,3.9722524,10.76765,947.8923,58.453444999999995,0.21137631
103,EC LI-II Pyramidal-Fan (+)331000p,DG Mossy MOLDEN (+)2323,4.0015645,10.260696000000001,836.9729,73.461624,0.19250962
104,EC LII-III Pyramidal-Tripolar (+)333000p,DG Mossy MOLDEN (+)2323,4.02156,10.657154,997.3863,49.027840000000005,0.18665507
105,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Mossy MOLDEN (+)2323,3.8588082999999997,10.419897,586.0054299999999,77.95164,0.20085758
106,DG Axo-Axonic (-)2233,DG Mossy MOLDEN (+)2323,3.4803263999999996,11.188404,429.36472000000003,65.25711,0.14103010000000002
107,DG Total Molecular Layer (-)3303,DG Mossy MOLDEN (+)2323,3.4080982000000004,10.898591999999999,641.6429400000001,55.5341,0.11180629
108,DG MOLAX (-)3302,DG Mossy MOLDEN (+)2323,3.0221179,11.9238205,553.3843400000001,69.22943000000001,0.12143613
109,DG Outer Molecular Layer (-)3222,DG Mossy MOLDEN (+)2323,3.328418,12.355872,514.743,67.7621,0.15790781
110,DG Neurogliaform (-)3000p,DG Mossy MOLDEN (+)2323,4.1150136,13.674168,815.31146,68.411964,0.21045984
111,DG MOPP (-)3000,DG Mossy MOLDEN (+)2323,3.2911935,12.188879,560.30536,62.750797,0.12854783
112,DG HICAP (-)2322,DG Mossy MOLDEN (+)2323,3.2340128,12.3115225,719.8091400000001,66.03241,0.10130109
113,DG HIPP (-)1002,DG Mossy MOLDEN (+)2323,3.5133379999999996,11.302307,708.83185,60.145515,0.13752799
114,DG HIPROM (-)1333p,DG Mossy MOLDEN (+)2323,4.0016017,11.341453,774.80884,57.868095,0.13614793
115,DG AIPRIM (-)2333,DG Mossy MOLDEN (+)2323,3.7535635999999997,11.01995,559.7280000000001,56.8349,0.15460463
116,DG MOCAP (-)0331,DG Mossy MOLDEN (+)2323,3.016785,12.204042999999999,511.50604000000004,43.10342,0.093590744
117,CA3 Spiny Lucidum (-)01320p,DG Mossy MOLDEN (+)2323,3.6868436,10.788148,634.6394,47.0858,0.12223086
118,CA3 Mossy Fiber-Associated ORDEN (-)02332p,DG Mossy MOLDEN (+)2323,3.7986269999999998,11.574545,588.5592,81.02778,0.13314198
119,CA3 Mossy Fiber-Associated (-)03330p,DG Mossy MOLDEN (+)2323,3.1845949,12.072106,519.6459,51.17156,0.11451528
120,CA1 LMR Projecting (-)3300p,DG Mossy MOLDEN (+)2323,3.4301455,12.518041,812.58484,48.75269,0.11539656
121,CA1 Perforant Path-Associated (-)3200p,DG Mossy MOLDEN (+)2323,3.7672806000000003,10.953788000000001,711.4513,51.242527,0.15967733
122,CA1 Neurogliaform Projecting (-)3000p,DG Mossy MOLDEN (+)2323,3.4031913,15.305710999999999,613.7957,55.375465000000005,0.1534441
123,CA1 Back-Projection (-)1133p,DG Mossy MOLDEN (+)2323,3.9824421,11.122258,706.3031,59.690740000000005,0.14825037
124,DG Granule (+)2201p,DG Axo-Axonic (-)2233,3.8962204,8.735737,1038.4827,45.287205,0.12416333
125,DG Semilunar Granule (+)2311p,DG Axo-Axonic (-)2233,3.6082075,9.509065,850.7374,49.831109999999995,0.15725589
126,DG Mossy (+)0103,DG Axo-Axonic (-)2233,3.4205067000000002,10.137174,848.67523,60.528324,0.16163237
127,DG Hilar Ectopic Granule (+)2203p,DG Axo-Axonic (-)2233,3.5902314,9.2718935,842.0299,56.618393000000005,0.1730011
128,DG Mossy MOLDEN (+)2323,DG Axo-Axonic (-)2233,3.8071723,9.74038,832.0627400000001,59.09235,0.16070311
129,CA3c Pyramidal (+)03223p,DG Axo-Axonic (-)2233,3.2004333,10.991516,583.53357,35.84414,0.14525148
130,CA2 Pyramidal (+)2333p,DG Axo-Axonic (-)2233,3.9333312999999994,9.420301,700.9303,73.301186,0.20729272
131,MEC LV Pyramidal (+)331131p,DG Axo-Axonic (-)2233,3.9643547999999997,10.412135000000001,866.3504,52.237164,0.22725423
132,MEC LII Stellate (+)331111p,DG Axo-Axonic (-)2233,4.1249757,10.512767,1042.4209,36.309914,0.18807085
133,EC LI-II Pyramidal-Fan (+)331000p,DG Axo-Axonic (-)2233,3.9981732000000005,9.786502,1000.8447,57.302265000000006,0.18272495
