,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,5.4110928,10.290573,968.328,38.233227,0.24512896
1,DG Mossy (+)0103,DG Granule (+)2201p,4.447523,10.763632000000001,756.7662,44.627552,0.23435728
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,5.0036845,10.599559,764.2828,44.61744,0.23724891
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,4.6344194000000005,12.034727,658.14453,20.71043,0.23790589
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,5.638118,10.476348,976.237,30.79215,0.33426845
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,5.402294599999999,10.781461,1146.8744,27.006094,0.28862143
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,6.020092,10.305375999999999,1143.011,33.446144,0.28617227
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,5.619854,11.306778,1231.5804,28.110359999999996,0.2773788
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,5.0957413,9.963553,853.97815,33.782779999999995,0.26951447
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,5.7425239999999995,11.180681,523.9477,29.712843,0.17005101
10,DG Basket (-)2232,DG Granule (+)2201p,6.0079694,13.335348999999999,1138.8595,30.025736,0.35952112
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,5.409150599999999,15.971017000000002,1045.1614,29.581497,0.31696579999999996
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,4.9532776,13.1040945,820.0799,25.638697,0.19346716
13,DG MOLAX (-)3302,DG Granule (+)2201p,4.7313480000000006,15.09162,787.26263,32.896935,0.18494526
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,4.6155233,15.281998000000002,757.8007,31.172874,0.24127185
15,DG HICAP (-)2322,DG Granule (+)2201p,5.557901,14.453369,1192.9933,39.21024,0.22457979999999997
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,5.731612999999999,18.94744,1191.1776,33.175197999999995,0.33286294
17,DG MOPP (-)3000,DG Granule (+)2201p,4.7127275,19.583157,761.2491,24.917784,0.19755058
18,DG HIPP (-)1002,DG Granule (+)2201p,5.3975550000000005,14.914667999999999,1213.8398,38.279568,0.29701725
19,DG HIPROM (-)1333p,DG Granule (+)2201p,5.8216124,14.97079,1241.9329,39.41413,0.29090545
20,DG AIPRIM (-)2333,DG Granule (+)2201p,5.197218,13.851317000000002,975.34326,36.36096,0.29602012
21,DG MOCAP (-)0331,DG Granule (+)2201p,5.2296343,14.811419,637.7049599999999,18.515657,0.14616741
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,6.487392,13.323345000000002,851.6191,23.271921,0.201811
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,4.8723774,14.370526000000002,1041.6405,27.882645,0.19611186
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,5.069202,13.115685000000001,930.6932,25.991566,0.23129317
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,4.878664499999999,20.253544,869.75885,29.71507,0.27604643
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,4.2852296999999995,8.635642,862.7948,39.781279999999995,0.17237455
27,DG Mossy (+)0103,DG Semilunar Granule (+)2311p,4.1808057000000005,9.147466,724.4504400000001,47.473328,0.16958368
28,DG Mossy MOLDEN (+)2323,DG Semilunar Granule (+)2311p,4.6055017,8.690125,712.3052,46.034477,0.16778536
29,CA3c Pyramidal (+)03223p,DG Semilunar Granule (+)2311p,4.0403156000000005,9.23823,579.3356,24.364435,0.15893728
30,MEC LV Pyramidal (+)331131p,DG Semilunar Granule (+)2311p,4.8745747,9.068688,891.7016,29.057613,0.26024985
31,MEC LII Stellate (+)331111p,DG Semilunar Granule (+)2311p,4.9464045,9.060782000000001,1065.7013,26.867134000000004,0.21197370000000001
32,EC LI-II Pyramidal-Fan (+)331000p,DG Semilunar Granule (+)2311p,5.037774,8.523272,1033.2406,32.05936,0.20487882
33,EC LII-III Pyramidal-Tripolar (+)333000p,DG Semilunar Granule (+)2311p,5.057475,9.196671,1133.2028,27.214078999999998,0.20714115
34,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Semilunar Granule (+)2311p,4.489397,8.381291000000001,754.8958,36.11656,0.20181751
35,DG Total Molecular Layer (-)3303,DG Semilunar Granule (+)2311p,4.166622,9.80532,731.8659700000001,26.104921,0.11519509
36,DG MOLAX (-)3302,DG Semilunar Granule (+)2311p,3.87935,10.513552,683.2364,34.606106,0.10818926
37,DG Outer Molecular Layer (-)3222,DG Semilunar Granule (+)2311p,3.9667046000000004,10.637703,654.5459999999999,31.888934999999996,0.15762286
38,DG Neurogliaform (-)3000p,DG Semilunar Granule (+)2311p,4.8027444,12.269646,1060.1997,31.316623999999997,0.24206237
39,DG MOPP (-)3000,DG Semilunar Granule (+)2311p,4.0981502999999995,11.461546,669.3272,26.97128,0.12820965
40,DG HICAP (-)2322,DG Semilunar Granule (+)2311p,4.2981052,10.678925999999999,991.4597,36.59015,0.12880148
41,DG HIPP (-)1002,DG Semilunar Granule (+)2311p,4.6598883,10.685656,1005.7660000000001,30.275003,0.17771520000000002
42,DG HIPROM (-)1333p,DG Semilunar Granule (+)2311p,5.270479,10.479571,1042.882,32.404125,0.17926915
43,DG AIPRIM (-)2333,DG Semilunar Granule (+)2311p,4.269826999999999,9.662652,826.6842,29.736760999999998,0.18810935
44,DG MOCAP (-)0331,DG Semilunar Granule (+)2311p,4.4538636,11.281944000000001,560.7945599999999,21.24561,0.08118166
