,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,2.734109957,8.017089729000002,638.8866376000001,24.53709428,0.15147111754
1,DG Mossy (+)0103,DG Granule (+)2201p,2.4309514169999993,9.066828201000003,476.5352806,38.66081869000001,0.15578117053999996
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,2.638695538999999,8.853221450000003,466.52492330000007,38.46066433000001,0.15606717434000003
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,2.656598095,9.303552138,311.19552059999995,16.621216899999997,0.12313321865
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,2.9316501359999982,8.799817722999997,643.6758718999998,24.440278199999995,0.20871667579999986
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,2.953215462,8.219910191000002,781.6399838000002,18.569459885,0.17914449249999997
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,2.91995321,8.097350594000007,779.3606568000002,27.419592520000005,0.16830130489999998
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,2.9963393380000007,8.043942112,890.3285845000003,19.408298525,0.17736594409999995
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,2.766799923999999,8.420133829,500.6965881000001,29.113377130000007,0.16024511204000003
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,2.750971432,9.447043510999999,236.8822131999999,22.747397120000006,0.08441223196999996
10,DG Basket (-)2232,DG Granule (+)2201p,3.110753006999999,10.236361353999996,709.0285915999999,16.266039499999994,0.22173902709999996
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,2.888765653999999,11.872931745000002,684.1832951999999,18.738702025000002,0.19639763729999993
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,2.7626106390000005,10.868390785,485.7627883000001,16.604036074999996,0.09866900659999998
13,DG MOLAX (-)3302,DG Granule (+)2201p,2.5450560319999997,12.06048682,457.61996770000013,26.65446568000001,0.10436397046
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,2.680538705999999,11.962635559999999,448.19474570000006,25.030913699999992,0.14196795409000004
15,DG HICAP (-)2322,DG Granule (+)2201p,2.862836434,11.637552804999995,846.9540530999994,30.06579280000001,0.12008367586999996
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,2.8754995020000003,13.610782158999996,844.2517650999997,21.865869739999994,0.22097229159999998
17,DG MOPP (-)3000,DG Granule (+)2201p,2.5274841370000005,14.691756730000002,403.9633331000001,15.492407874999987,0.09378794299000001
