,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,0.17361120166848265,0.12373422748858147,0.07817808681258037,0.14971519418464738,0.09212957515439614
1,DG Mossy (+)0103,DG Granule (+)2201p,0.1724445109362745,0.11702735222055098,0.09285065819400366,0.13083758940901127,0.09965370653929992
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,0.15849772897997386,0.12094554799747337,0.09922745282811275,0.12885271818297275,0.10281203475958495
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,0.13834140682528848,0.12561546553995745,0.12090093407817484,0.15110587247619497,0.1087278427522043
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,0.17322734598016262,0.1426448730383225,0.06852331664483978,0.12161502991033411,0.08098193351823309
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,0.18611510414243398,0.148099407132866,0.06541845741931622,0.1281125620710606,0.08691177294529395
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,0.1786885730514398,0.13142041547923627,0.06536182713100158,0.11392703038230631,0.08963769043938229
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,0.17983412942186972,0.15001834783231927,0.062439629117517145,0.12785459792693477,0.08037499563146912
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,0.15897052490248587,0.12323298866333317,0.08254832019819618,0.1335793736607919,0.09729651069676509
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,0.14522495875438152,0.11494300363302598,0.20758486121270134,0.13084342928044082,0.17018959010539114
10,DG Basket (-)2232,DG Granule (+)2201p,0.15325563822224123,0.12098485853501385,0.09703106230247456,0.13745191742723864,0.08520264558291699
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,0.1748804430404419,0.14465859608148102,0.08265134817504177,0.11494709983567881,0.08050722258425037
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,0.1539304260644807,0.1282735757726416,0.11300156398056244,0.1147980243000682,0.1263903521111979
13,DG MOLAX (-)3302,DG Granule (+)2201p,0.14688729937389003,0.13320945185927546,0.10721453816499792,0.11227915873265654,0.11796929374122293
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,0.14233292498942174,0.13997268545468616,0.10580986526996071,0.10835954499137862,0.10521448345877876
15,DG HICAP (-)2322,DG Granule (+)2201p,0.15400652267611917,0.12108517731367081,0.06503275449328524,0.09039920699814488,0.11510933803626877
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,0.17904310692491018,0.14946099604326016,0.07263776905197852,0.11431182445944994,0.08005181929382957
17,DG MOPP (-)3000,DG Granule (+)2201p,0.1514821591470957,0.15328496530823713,0.13678680747855818,0.12506675971258394,0.13622218180099738
18,DG HIPP (-)1002,DG Granule (+)2201p,0.15926476268771608,0.12954814787488156,0.0713327191545377,0.10003576879615647,0.09457475535189803
19,DG HIPROM (-)1333p,DG Granule (+)2201p,0.15834570240630652,0.12696136363161487,0.07386046530422145,0.10527383936113498,0.09536015444763737
20,DG AIPRIM (-)2333,DG Granule (+)2201p,0.14502587896233446,0.12690405620894285,0.09745671412974725,0.10513141918931992,0.10424790549209872
