,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,0.6231933171519617,1.138623176200127,58.35385457155002,4.574817811357535,0.01896956554807223
1,DG Mossy (+)0103,DG Granule (+)2201p,0.5817962906404311,1.0913581609727385,60.37475868798036,5.163636310851113,0.019882781904022706
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,0.6099517068866857,1.083323901851129,61.15732618377719,5.066215026361653,0.020690333599245537
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,0.5137804345309924,1.288770567701544,57.6125331845979,2.770209228333941,0.02007665497578866
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,0.6792616311436883,1.28822087294051,62.62783565297145,3.492525682224419,0.023169401576515623
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,0.7187842264599411,1.4612101499174173,60.790551352189965,3.2430639693759336,0.021475599012553043
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,0.6871582963961559,1.2660415954758497,61.02493706750432,3.8270889919046867,0.020957137658763083
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,0.7001202897228528,1.5190054375930329,61.54148642971225,3.138548620002059,0.01975888388213072
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,0.6057009672680167,1.156015201523737,60.28045579161689,4.335534059659839,0.020711437010681927
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,0.4641953782467569,1.1311930011555382,57.42701018930492,3.345143289892912,0.016417071418414222
10,DG Basket (-)2232,DG Granule (+)2201p,0.716803715915781,1.6098741511778547,72.10370955301681,2.8996602981200312,0.023849581855762896
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,0.7156287327403064,1.904871827083626,66.50626571812275,3.145616373946663,0.02016975973814672
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,0.5378797134420278,1.5725738306911814,59.10352053060377,2.6165910869359106,0.017639661696716602
13,DG MOLAX (-)3302,DG Granule (+)2201p,0.5139765202432347,1.5537179441636488,58.000406575785135,3.868110108982568,0.016507320315929195
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,0.5472462338535905,1.668064359245146,57.71107392436466,3.3774014384108875,0.018176688083926654
15,DG HICAP (-)2322,DG Granule (+)2201p,0.5700253081117129,1.5472002707961268,59.45758216692732,3.7164535808106374,0.016943729047174803
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,0.6919342736298306,1.9679512006234297,70.23368491046229,3.4683395500377783,0.021668496453152088
17,DG MOPP (-)3000,DG Granule (+)2201p,0.5517090761498096,1.9188508322510354,63.231193515101026,2.7996957939415585,0.017392712830551958
18,DG HIPP (-)1002,DG Granule (+)2201p,0.5889249845919114,1.6802176958956558,63.70577033340143,3.507836971331184,0.019708833760640365
19,DG HIPROM (-)1333p,DG Granule (+)2201p,0.6308647843475841,1.6306053368680897,66.2845944831629,3.5495023760091704,0.019331102752927643
20,DG AIPRIM (-)2333,DG Granule (+)2201p,0.5693200105218609,1.5482279081908918,64.65598309752367,3.2374466881222497,0.021083078439179857
21,DG MOCAP (-)0331,DG Granule (+)2201p,0.5053034045182998,1.7020250081495922,79.24888074042457,2.704673596388778,0.019387781528868806
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,0.5697253348005518,1.5039442099571012,63.51386656058471,2.541104680965671,0.018588218837991735
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,0.5890672307499814,1.905146144340366,60.82358227679794,2.745948611233715,0.017922162292905174
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,0.5959636943472244,1.5762302418245586,61.954791007990714,2.706849727701367,0.018907029532993114
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,0.6196699919743461,2.3112908009401303,63.45411379714133,2.6494470237440133,0.020381378653584473
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,0.5517901230469435,0.895861116724712,59.18784107730506,5.152175690066337,0.015598167304062372
