,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,3.2140170030000004,7.8431680150000025,667.1346256999999,29.07859412,0.18438904599999997
1,DG Mossy (+)0103,DG Granule (+)2201p,2.891801625,8.784016940999997,531.7594692,39.453254180000016,0.1834215976000001
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,3.2444228589999993,8.456769046999998,517.4837062,39.28217446,0.1834238455
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,3.1860863099999994,9.135394146000001,407.9805230999999,16.817430864999995,0.15946332754999998
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,3.5165445510000013,8.318327986,733.6674812000002,22.894270980000005,0.2315411229
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,3.4585453509999984,8.305895028,871.2655309999999,20.737438179999995,0.21027720339999992
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,3.4320080200000005,7.9085243669999965,841.4516306999999,25.716901394999994,0.19765940129999993
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,3.406086649,8.246060797999997,955.2483031000005,21.09168297499999,0.20704953050000008
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,3.3645877060000005,7.863096124999996,611.5654158000001,27.928777819999983,0.18448001119999993
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,3.4282510580000007,8.343780365000002,244.14198929999995,23.5743837,0.08782348645999997
10,DG Basket (-)2232,DG Granule (+)2201p,3.623214736000001,10.096102252000001,620.1193755000003,16.810071035000004,0.20761975810000005
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,3.3456941439999976,11.260384608000006,729.0761617,21.294710800000008,0.20606054769999996
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,3.2404833589999993,10.115604945,523.8169320999996,19.583008315000004,0.11007346852000004
13,DG MOLAX (-)3302,DG Granule (+)2201p,3.024469,10.521085984999997,501.8024902999998,26.805862,0.11306837171999996
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,3.208901149999999,10.636820257999998,488.75628590000014,24.981481679999987,0.14734626787000005
15,DG HICAP (-)2322,DG Granule (+)2201p,3.124738791,10.321035271000001,798.2509005999999,27.402987609999997,0.11548010341000003
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,3.347973121999999,11.891342995000008,835.9169547999995,22.714061340000008,0.21781615379999983
17,DG MOPP (-)3000,DG Granule (+)2201p,3.1530312840000003,12.077909534999996,449.6047462999999,18.84740475,0.10818991150000003
18,DG HIPP (-)1002,DG Granule (+)2201p,3.217931572,10.472834774999999,745.0214156999999,23.145780340000005,0.1568256754
19,DG HIPROM (-)1333p,DG Granule (+)2201p,3.5089922259999993,10.090721536999999,780.5409088,22.692431109999998,0.1572665949
20,DG AIPRIM (-)2333,DG Granule (+)2201p,3.390884405,9.958243425,557.5609926000002,22.049198670000006,0.15465110199999998
21,DG MOCAP (-)0331,DG Granule (+)2201p,3.515667051,10.536469839,293.6700582000001,11.928472870999999,0.06622118232000002
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,3.885333266000001,9.887263852999999,498.24212609999995,16.887729524999997,0.11863964163000007
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,3.2075330970000016,10.856684976999997,695.8214673000002,21.762677749999998,0.12485389604000004
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,3.4730927860000014,9.890547957999996,611.2934491999999,19.73382785,0.1500454485499999
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,3.323864385999998,13.848818720000004,529.0418702,19.456831390000012,0.15332299716
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,2.926888388,6.8850021219999995,604.0959869000001,32.004887149999995,0.13217334159999994
27,DG Mossy (+)0103,DG Semilunar Granule (+)2311p,2.6601502529999994,7.822688317000003,504.2703758000001,41.093467819999994,0.13812097501
28,DG Mossy MOLDEN (+)2323,DG Semilunar Granule (+)2311p,2.9445675640000006,7.525851917000004,490.8781732000001,40.8228765,0.13734850609999996
29,CA3c Pyramidal (+)03223p,DG Semilunar Granule (+)2311p,3.0014087360000015,8.049399953,365.6901442000001,19.407435630000005,0.11158510373000005
30,MEC LV Pyramidal (+)331131p,DG Semilunar Granule (+)2311p,3.2278300969999987,7.409003383000002,666.2139726999998,25.144918549999993,0.18870363240000004
31,MEC LII Stellate (+)331111p,DG Semilunar Granule (+)2311p,3.176692301000001,7.015836856999997,819.2818566000001,22.250399019999996,0.16046252910000003
32,EC LI-II Pyramidal-Fan (+)331000p,DG Semilunar Granule (+)2311p,3.1265671549999996,6.806574346,773.7540337999995,27.575107550000002,0.1479590786
33,EC LII-III Pyramidal-Tripolar (+)333000p,DG Semilunar Granule (+)2311p,3.124597600999999,6.976994196999997,888.4195782000002,22.396008839999993,0.15514191619999995
34,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Semilunar Granule (+)2311p,3.0804072330000007,7.1799144980000005,553.3689373000001,31.470778010000004,0.14391794515000003
35,DG Total Molecular Layer (-)3303,DG Semilunar Granule (+)2311p,2.904059075,8.453447353,484.5316150999999,22.135724400000008,0.06934666521000002
36,DG MOLAX (-)3302,DG Semilunar Granule (+)2311p,2.709292921,8.886638935,458.8453997999999,29.426763789999985,0.07382585839
37,DG Outer Molecular Layer (-)3222,DG Semilunar Granule (+)2311p,2.973885663999999,9.013356723000006,432.5104583000001,27.59209459,0.10064660002000003
38,DG Neurogliaform (-)3000p,DG Semilunar Granule (+)2311p,3.1039083450000002,9.378259917000003,758.4704540999998,25.260061519999994,0.16176301139999996
39,DG MOPP (-)3000,DG Semilunar Granule (+)2311p,2.831568663999999,9.569764018999999,434.3787700999998,23.00154183,0.07401446432
40,DG HICAP (-)2322,DG Semilunar Granule (+)2311p,2.71342915,8.600678029999997,680.7806481,28.376865150000008,0.07007573242000001
41,DG HIPP (-)1002,DG Semilunar Granule (+)2311p,2.938887360999999,8.457850960000004,631.9423854999999,24.03755693999999,0.09405033610000002
42,DG HIPROM (-)1333p,DG Semilunar Granule (+)2311p,3.1935939100000006,8.125542564,679.3033546999999,23.463191700000003,0.09595798880000002
43,DG AIPRIM (-)2333,DG Semilunar Granule (+)2311p,3.1455892099999994,8.329153940999998,481.84040760000005,23.407174050000002,0.09865569028999997
44,DG MOCAP (-)0331,DG Semilunar Granule (+)2311p,3.0603876999999993,8.898099791,285.98391109999994,14.353388034999996,0.04600759121000001
45,CA3 Spiny Lucidum (-)01320p,DG Semilunar Granule (+)2311p,3.4119036890000007,8.244739356000004,454.8946325999998,19.533336520000006,0.07549778295
46,CA1 LMR Projecting (-)3300p,DG Semilunar Granule (+)2311p,2.8651703780000006,9.010857550000003,641.9895771000002,24.134743370000002,0.07917611393000003
47,CA1 Perforant Path-Associated (-)3200p,DG Semilunar Granule (+)2311p,3.1884601360000007,8.355688243,555.0506336000002,22.38624731000001,0.10015768843999996
48,CA1 Neurogliaform Projecting (-)3000p,DG Semilunar Granule (+)2311p,3.044826250000001,10.925155910000006,477.17856149999994,22.12116153,0.10372325490000005
49,DG Granule (+)2201p,DG Hilar Ectopic Granule (+)2203p,3.160866374,6.199839237,968.7195333000001,33.75708044999999,0.12440772207999999
50,CA2 Pyramidal (+)2333p,DG Hilar Ectopic Granule (+)2203p,3.4639056299999997,6.572662410000001,721.2507130999999,49.81169447,0.18883593239999993
51,DG Hilar Ectopic Granule (+)2203p,DG Hilar Ectopic Granule (+)2203p,2.9840085769999996,6.776380019000002,756.5647217000004,36.900680820000005,0.14961436179999993
52,DG Mossy MOLDEN (+)2323,DG Hilar Ectopic Granule (+)2203p,3.014119339999998,7.338421274,687.0197791,43.103833480000006,0.15037407155000002
53,CA3c Pyramidal (+)03223p,DG Hilar Ectopic Granule (+)2203p,2.9892489600000003,7.862308839000001,578.2109561999998,23.40590311999999,0.13418165915
54,DG Semilunar Granule (+)2311p,DG Hilar Ectopic Granule (+)2203p,2.974612550999999,6.7745428310000015,774.7724943999997,35.409781030000005,0.14302867399000005
55,DG Mossy (+)0103,DG Hilar Ectopic Granule (+)2203p,2.7589540469999996,7.572600639000001,697.7662822999998,43.12527987000001,0.15117188146000002
56,MEC LV Pyramidal (+)331131p,DG Hilar Ectopic Granule (+)2203p,3.2179574690000017,7.258177819000004,856.7005568999997,31.786886469999995,0.2078019735
57,MEC LII Stellate (+)331111p,DG Hilar Ectopic Granule (+)2203p,3.220316226,6.763583612999996,1017.9710254999998,29.139829219999996,0.17744310219999992
58,EC LI-II Pyramidal-Fan (+)331000p,DG Hilar Ectopic Granule (+)2203p,3.1642354880000005,6.694901057000001,971.5743427000006,35.18138933000001,0.16488152790000002
59,EC LII-III Pyramidal-Tripolar (+)333000p,DG Hilar Ectopic Granule (+)2203p,3.1626558630000003,6.750084583999999,1079.8958076999998,29.441262750000007,0.1716471875
60,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Hilar Ectopic Granule (+)2203p,3.1127268709999987,6.986401971000001,748.3417381000004,36.227118539999985,0.161877354
61,DG Axo-Axonic (-)2233,DG Hilar Ectopic Granule (+)2203p,2.9550655269999986,8.075650813,492.11374849999976,32.19961507999999,0.09230574926000001
62,DG Total Molecular Layer (-)3303,DG Hilar Ectopic Granule (+)2203p,2.885278241000001,8.198069094,704.8050692000004,29.088531879999994,0.08845228697000003
63,DG MOLAX (-)3302,DG Hilar Ectopic Granule (+)2203p,2.7529510720000006,8.551282835000002,665.8938304,35.164979349999975,0.09200748132999997
