,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,0.5941261892586248,1.1772207900320684,58.5674412038461,4.161570584660304,0.0179441124155191
1,DG Mossy (+)0103,DG Granule (+)2201p,0.5506935354105947,1.150587343970334,56.60821031714599,4.924061837545148,0.01846181861502714
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,0.5492235560801317,1.1330376707427392,58.01307301396802,4.784065656072026,0.01890768136406853
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,0.49603688674843743,1.41175412160155,55.06124848877558,2.5994506195784295,0.017782351332690315
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,0.6721030027790699,1.4289682082216437,58.37741477102488,3.0564335585628633,0.019859239827288776
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,0.730647087320831,1.531843563569517,62.691727636233416,2.9660976261694683,0.01959776302866347
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,0.6858872338121936,1.3293870217602652,62.037222184091846,3.1867625834364635,0.019048879707414822
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,0.7120874294804371,1.5760213204959952,64.37562249614055,2.9341537815449104,0.018013006176359234
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,0.6023186538565102,1.17381980709656,57.30272590024877,3.8732594669232956,0.018243434080150518
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,0.4599026630053887,1.248242087024342,58.532440931028155,3.1607124147191845,0.015557585346086563
10,DG Basket (-)2232,DG Granule (+)2201p,0.6421474429569564,1.681074042695114,67.36987618651115,2.4549979511168267,0.019283821923914483
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,0.7039208353311158,2.0520134538617176,65.73381256427587,2.6839234959720613,0.016865916906926272
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,0.549306161265432,1.6087444730521343,62.45905804084359,2.433055873195338,0.01573110447743712
13,DG MOLAX (-)3302,DG Granule (+)2201p,0.4889679463100411,1.689590876673162,58.833630469083715,3.4623510098234878,0.014288052891288159
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,0.5192768466991006,1.7393748343388262,56.46196536736866,3.0649532274198417,0.016269574447683382
15,DG HICAP (-)2322,DG Granule (+)2201p,0.5242113660217196,1.5920843537400158,55.358262620651466,2.7257702016964096,0.014095383514311537
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,0.6948020496363418,2.038540197387886,67.62739013625134,2.8671277465086593,0.01836617806076186
