,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,1.3619112,7.544386,373.24295,23.275217,0.11692381
1,DG Mossy (+)0103,DG Granule (+)2201p,1.1213066999999999,7.595958,301.16592,35.533590000000004,0.11752404
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,1.2405366000000002,7.8266615999999996,293.10332999999997,35.09751,0.11690468
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,1.2091608999999999,7.325626,125.37722,13.409846,0.07024522
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,1.3544279,7.493288499999999,439.38425,22.115396,0.15269329
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,1.3496006999999999,6.9643559999999995,594.5187400000001,16.116343,0.13261542
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,1.0670209,7.3990116,516.4886,22.065853,0.12684426
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,1.2431276000000002,6.5115395,671.23425,16.046507000000002,0.12982449999999998
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,1.4524371999999999,7.683948,332.02576,30.267895000000003,0.12173525
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,1.3019677,7.4929375999999985,91.01085,14.539894,0.038334645
10,DG Basket (-)2232,DG Granule (+)2201p,1.5314698,8.811906,215.03659,6.889150999999999,0.10161427
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,1.2067405,10.216579,492.33777000000003,15.674935999999999,0.13913289
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,1.1727822,9.186827000000001,243.91432000000003,13.056388,0.041807532
13,DG MOLAX (-)3302,DG Granule (+)2201p,0.97619486,9.742932000000001,249.58427000000003,25.586579999999998,0.05508617
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,1.1758541999999998,9.275664,180.21063,24.86338,0.08186859
15,DG HICAP (-)2322,DG Granule (+)2201p,0.7436059,8.870219,460.58267,23.790623,0.05987287
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,1.0648007,9.524638000000001,533.28827,18.432964000000002,0.14641146
17,DG MOPP (-)3000,DG Granule (+)2201p,0.94364005,9.559035,170.24815,12.901189,0.041982133
18,DG HIPP (-)1002,DG Granule (+)2201p,0.9643744000000001,8.869042,403.37094,18.604414000000002,0.081245884
19,DG HIPROM (-)1333p,DG Granule (+)2201p,1.1961713,8.727462,441.47945999999996,15.565773000000002,0.07880555
20,DG AIPRIM (-)2333,DG Granule (+)2201p,1.3214179,9.018494,192.76686,17.548807,0.063497715
21,DG MOCAP (-)0331,DG Granule (+)2201p,1.190046,6.892784599999999,62.498830000000005,6.0666,0.01991777
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,1.4404533000000002,8.52782,165.79198,9.081063,0.04049247
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,1.1896719999999998,9.522806,429.5982,14.847156,0.063732915
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,1.4030018,9.217357000000002,349.5102,13.825130999999999,0.08155852599999999
25,CA1 Neurogliaform Projecting (-)3000p,DG Granule (+)2201p,1.1133177,11.208003,161.7471,10.086141,0.0477913
26,DG Semilunar Granule (+)2311p,DG Semilunar Granule (+)2311p,1.1394051,6.781693499999999,366.15698,31.568459999999998,0.111689694
