,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,3.2265232690000016,7.918188636999995,638.084692,27.39377335999999,0.17662396449999998
1,DG Mossy (+)0103,DG Granule (+)2201p,2.9295856689999997,8.810214368,506.65627839999996,38.34950699,0.17682275589999993
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,3.296912096,8.468175138,491.13350320000006,38.173239349999996,0.1764303851000001
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,3.2221810670000006,9.146388187999998,355.19063529999994,16.177203274999997,0.14481781315999995
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,3.526895431000001,8.428451503000003,704.2496938999997,22.464892560000006,0.22407848770000005
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,3.458900732999999,8.439425396999997,834.0099081000003,20.669846680000013,0.20144567280000003
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,3.4385571210000005,7.974222701999999,806.9131065,24.98235373,0.19064528390000007
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,3.4075316480000013,8.360704350999999,921.0064988999995,21.124864990000006,0.2000275222
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,3.3918738069999983,7.940254326999999,579.7468567,26.640045069999996,0.17651488869999998
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,3.5398225040000013,8.178567557,210.01194465000003,21.183348909999996,0.07652321303000004
10,DG Basket (-)2232,DG Granule (+)2201p,3.7468565789999997,10.098359576,567.7096597999998,16.261914450000003,0.19532057980000006
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,3.4167171009999997,11.331982790000005,687.4651102999998,21.030231239999992,0.1966718684
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,3.3504374500000007,10.193272477999997,469.3433294000001,18.668048150000004,0.09996453121999999
13,DG MOLAX (-)3302,DG Granule (+)2201p,3.0764438700000016,10.579425469999999,459.7086609999998,25.530332930000004,0.10446688388999995
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,3.280639307999999,10.616869648000002,449.9087054000001,24.212167789999995,0.13763027308999998
15,DG HICAP (-)2322,DG Granule (+)2201p,3.123261765000001,10.308465466,762.6893730000002,26.552354430000005,0.10892787722
16,DG Neurogliaform (-)3000p,DG Granule (+)2201p,3.369394619000001,11.91722815000001,802.3815072999998,22.576811060000004,0.20941595609999997
17,DG MOPP (-)3000,DG Granule (+)2201p,3.2626746609999997,12.161039135000003,397.01926259999993,17.827313279999988,0.09680570325999999
18,DG HIPP (-)1002,DG Granule (+)2201p,3.2300456039999985,10.463211886,706.3545849000001,22.60465991,0.14882760895
19,DG HIPROM (-)1333p,DG Granule (+)2201p,3.520920281,10.114523543,742.6479913999999,22.15507046999999,0.14943739346999999
20,DG AIPRIM (-)2333,DG Granule (+)2201p,3.4729363110000007,9.991559971,509.4225172000001,21.32594699,0.1444017169600001
21,DG MOCAP (-)0331,DG Granule (+)2201p,3.7431290580000014,10.402242852000002,235.96791469999997,10.838889452000005,0.054876575140000015
22,CA3 Spiny Lucidum (-)01320p,DG Granule (+)2201p,4.210342824,9.881231449999998,442.6427621999999,16.065812065000003,0.10691701891000001
23,CA1 LMR Projecting (-)3300p,DG Granule (+)2201p,3.2671709490000005,10.95089246,649.3060122,21.3925721,0.11622216409000002
24,CA1 Perforant Path-Associated (-)3200p,DG Granule (+)2201p,3.5838393369999992,9.931845518000003,564.2964917,19.361695159999996,0.1398640229
