,Presynaptic Neuron,Postsynaptic Neuron,g,tau_d,tau_r,tau_f,U
0,DG Semilunar Granule (+)2311p,DG Granule (+)2201p,3.599946,11.077873,626.4306,41.3378,0.16613771
1,DG Mossy (+)0103,DG Granule (+)2201p,3.1932814,12.161192999999999,502.01732999999996,55.809566000000004,0.17359933
2,DG Mossy MOLDEN (+)2323,DG Granule (+)2201p,3.4882885999999997,12.201939,516.61115,56.069736,0.17736796
3,CA3c Pyramidal (+)03223p,DG Granule (+)2201p,3.222007,12.548432,376.4644,26.227909999999998,0.12855239999999998
4,MEC LV Pyramidal (+)331131p,DG Granule (+)2201p,3.6856515,11.670613000000001,661.3348,38.629740000000005,0.2086218
5,MEC LII Stellate (+)331111p,DG Granule (+)2201p,3.9105542,11.405197,850.3091400000001,27.522434000000004,0.18929511
6,EC LI-II Pyramidal-Fan (+)331000p,DG Granule (+)2201p,3.7490811,10.84853,803.40894,42.062866,0.18297035
7,EC LII-III Pyramidal-Tripolar (+)333000p,DG Granule (+)2201p,4.0317125,10.879945,909.1207,29.666028999999998,0.19006810000000002
8,EC LIV-V Pyramidal-Horizontal (+)220233p,DG Granule (+)2201p,3.5586803,11.113850999999999,546.7168,46.300740000000005,0.17444786
9,DG Axo-Axonic (-)2233,DG Granule (+)2201p,3.4588407999999995,11.2296,265.4586,27.260711999999998,0.081839405
10,DG Basket (-)2232,DG Granule (+)2201p,3.5853934,13.035397,544.6085,19.493345,0.18573989
11,DG Basket CCK+ (-)2232,DG Granule (+)2201p,3.4712667,16.749596,712.8843,28.402842,0.18891083
12,DG Total Molecular Layer (-)3303,DG Granule (+)2201p,3.2846580000000003,14.842273,555.17755,23.44379,0.09595062
13,DG MOLAX (-)3302,DG Granule (+)2201p,3.0535247,16.72365,524.1197,39.557587,0.10379532
14,DG Outer Molecular Layer (-)3222,DG Granule (+)2201p,3.207798,15.584404999999999,518.7524400000001,37.57911,0.13548703
15,DG HICAP (-)2322,DG Granule (+)2201p,3.2745373,15.368703,802.0928,40.35265,0.119341075
